Page ID,Page name,Disclaimer,Amount spent (CZK)
278117815576023,EU Justice and Consumers,EU Justice and Consumers,25318
211685455639198,Ministerstvo práce a sociálních věcí,Ministerstvo práce a sociálních věcí,20721
1679933578972328,Obnovitelně.cz,Obnovitelně.cz,19302
101954531415600,Lukáš Vlček • ministr průmyslu a obchodu,Lukáš Vlček • ministr průmyslu a obchodu,17197
55876739776,Greenpeace Česká republika,Greenpeace Česká republika,15942
487445514669670,Petr Fiala,Občanská demokratická strana,14297
60516116431,Člověk v tísni,"Člověk v tísni, o.p.s.",11045
214827221987263,Andrej Babiš,Andrej Babiš,9586
130038285069,Lékaři bez hranic / Médecins Sans Frontières (MSF),"Lékaři bez hranic - Médecins Sans Frontières in Czech Republic, o. p. s.",8821
376917739059943,LYNX Investovat s výhodami,LYNX Investovat s výhodami,8707
728495140691300,Milion chvilek pro demokracii,"Milion Chvilek, z. s.",6943
119598071962341,Centrum pro regionální rozvoj České republiky,Centrum pro regionální rozvoj České republiky,6554
181682098362773,DICK-TATOR,DICK-TATOR,6418
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie,5992
116445271562547,Dárek,Nadační fond pro Ukrajinu,5429
157741540937883,CARE Česká republika,CARE Česká republika,5084
134019826669125,Česká divočina,Hnutí DUHA,4923
295889117124834,Tipsport,Tipsport,4738
251656685576,KDU-ČSL,KDU-ČSL,4649
104888111732005,Barbora Urbanová,Starostové a nezávislí • STAN,4391
989225617882268,"Martin Benkovič, 1. místostarosta Prahy 17 - Řepy","Martin Benkovič, 1. místostarosta Prahy 17 - Řepy",3959
122074554119,EU Social,EU Social,3941
424114981002397,Český rozhlas Plus,Český rozhlas,3354
183287971525413,Chaos12,These ads ran without a disclaimer,3352
100843142503124,Podcast Zjisti víc,Zjisti víc,3045
30575632699,ODS - Občanská demokratická strana,ODS - Občanská demokratická strana,2923
107736952362788,Denik.to,Denik.to,2802
1477535869227488,Vít Rakušan,STAROSTOVÉ A NEZÁVISLÍ,2736
278451599256,"Má to smysl, třídím odpad!","EKO KOM, a.s.",2576
2072757199653321,Zachraňme Železniční most,Zachraňme Železniční most,2514
90002267161,TOP 09,TOP 09,2381
1469427909957890,Reportér magazín,Reportér magazín,2235
149945438407451,Svoboda zvířat,"Svoboda zvířat Plzeň, z.s.",2159
192892890746298,Aerofilms,Aerofilms,2064
100258505300069,Za bydlení,Za bydlení,2056
55408246161,Amnesty International ČR,Amnesty International ČR,1996
2214398435317853,CNN Prima NEWS,FTV Prima,1951
125453991470833,SEN 21 - politické hnutí,SEN 21,1919
102778979062932,Digitální Česko,Úřad vlády České republiky,1917
34825122262,Časopis Reflex,CZECH NEWS CENTER a. s.,1899
344542362982337,Heroine.cz,"NextPage Media, s.r.o.",1862
693725074166331,Naše zdravotnictví,Naše zdravotnictví,1855
872454636138704,OBRAZ - Obránci zvířat,OBRAZ - Obránci zvířat,1732
108726857444837,České zájmy v EU,DFMG,1695
139379141293,Paměť národa,"Post Bellum, z.ú.",1691
384187235387895,Alena Schillerová,ANO,1684
127355564021146,Knihkupectví Luxor,"Euromedia Group, a.s.",1669
197010357446014,Ondřej Prokop,Ondrej Prokop,1660
50309511751,Český rozhlas - Radiožurnál,Český rozhlas,1623
264983260329918,Rádio Universum,Kupředu do minulosti s.r.o.,1605
424649884060896,Zrušme komunisty,"Listopad ještě neskončil, z.s.",1564
143396625517097,Tomáš má rád Jihlavu,Tomáš má rád Jihlavu,1482
298789466930469,KSČM - Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,1459
101484914694453,Bioscop - Filmy v kinech,Bioscop - Filmy v kinech,1433
100201752249169,Spolu21,Občanská demokratická strana,1375
113322746709049,Karel Havlíček,ANO,1368
103567498863549,Ecoista,Ecoista,1315
392036724286541,Zdravotnický deník,Limegreen s.r.o.,1290
711658465662315,XTV,XTV,1255
117823623864,Transparency International ČR,Transparency International ČR,1186
206630153142726,Marek Výborný,KDU-ČSL,1180
204790179389399,RARE Racionální regulace,RARE Racionální regulace,1109
574107592700484,Ministerstvo průmyslu a obchodu,Ministerstvo průmyslu a obchodu,1085
228361180513562,Deník e15,CZECH NEWS CENTER a. s.,1065
301374529736447,Midea Česko,These ads ran without a disclaimer,1047
223117541065037,Karel Janeček,Karel Janeček,1028
2019114464985347,Chyťte Bureše,Chyťte Bureše,1028
416970502094774,Jarda Chalupský,Chalupský,1023
111210916534,Příběhy bezpráví,Příběhy bezpráví,991
393968607139343,Good Company Circle,Good Company Circle,979
129493966920107,Investipo,EAFG Capital Ventures s.r.o.,978
100568506223945,Valdes kouguem,These ads ran without a disclaimer,950
1401321553476901,Jan Farský,"MEP Jan Farský, Group of the European People's Party in the European Parliament",943
103059308644099,Replastuj.cz,Replastuj.cz,941
102763112397884,Jan Hušbauer,Jan Hušbauer,926
382641704925474,Ocelový fénix,AMI Communications,920
1094454530733590,KLDR živě: Za 38. rovnoběžkou,KLDR živě: Za 38. rovnoběžkou,901
1410403182565683,Petr Hladík,KDU-ČSL,895
109323929038,Česká pirátská strana,Česká pirátská strana,880
109056560836,iFortuna.cz,iFortuna.cz,845
100955509189359,Redakce NF Svědomí národa,Nadační fond Svědomí národa,838
40583438943,NESEHNUTÍ,NESEHNUTÍ,815
662196877287140,Tomáš Třetina,PRodukujeme,812
315972808450196,ČSOB,ČSOB,778
297565827101858,"Díky, že můžem","Díky, že můžem, z. s.",766
105243115766863,Síť k ochraně demokracie,Síť k ochraně demokracie,740
609246842426009,Rekonstrukce státu,Rekonstrukce státu,730
579215965436046,JSNS,JSNS,704
220814337523,Kurzy.cz,"Kurzy.cz, spol. s r.o.",671
415472211798220,Prague Pride,Prague Pride z.s.,670
731980267233834,AllatRa TV Česko-Slovensko,AllatRa TV Česko-Slovensko,646
134443820058669,Zbyněk Stanjura,ODS - Občanská demokratická strana,642
