Page ID,Page name,Disclaimer,Amount spent (CZK)
278117815576023,EU Justice and Consumers,EU Justice and Consumers,22251
55876739776,Greenpeace Česká republika,Greenpeace Česká republika,19478
211685455639198,Ministerstvo práce a sociálních věcí,Ministerstvo práce a sociálních věcí,18206
487445514669670,Petr Fiala,Občanská demokratická strana,14107
60516116431,Člověk v tísni,"Člověk v tísni, o.p.s.",12181
214827221987263,Andrej Babiš,Andrej Babiš,9844
130038285069,Lékaři bez hranic / Médecins Sans Frontières (MSF),"Lékaři bez hranic - Médecins Sans Frontières in Czech Republic, o. p. s.",9261
376917739059943,LYNX Investovat s výhodami,LYNX Investovat s výhodami,8944
728495140691300,Milion chvilek pro demokracii,"Milion Chvilek, z. s.",7519
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie,6083
134019826669125,Česká divočina,Hnutí DUHA,6037
116445271562547,Dárek,Nadační fond pro Ukrajinu,6018
295889117124834,Tipsport,Tipsport,5508
157741540937883,CARE Česká republika,CARE Česká republika,5501
181682098362773,DICK-TATOR,DICK-TATOR,5250
183287971525413,Chaos12,These ads ran without a disclaimer,4965
989225617882268,"Martin Benkovič, 1. místostarosta Prahy 17 - Řepy","Martin Benkovič, 1. místostarosta Prahy 17 - Řepy",4924
251656685576,KDU-ČSL,KDU-ČSL,4043
298789466930469,KSČM - Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,3630
104888111732005,Barbora Urbanová,Starostové a nezávislí • STAN,3614
122074554119,EU Social,EU Social,3422
424114981002397,Český rozhlas Plus,Český rozhlas,3416
1477535869227488,Vít Rakušan,STAROSTOVÉ A NEZÁVISLÍ,3342
119598071962341,Centrum pro regionální rozvoj České republiky,Centrum pro regionální rozvoj České republiky,3058
107736952362788,Denik.to,Denik.to,3056
90002267161,TOP 09,TOP 09,3022
2072757199653321,Zachraňme Železniční most,Zachraňme Železniční most,2859
30575632699,ODS - Občanská demokratická strana,ODS - Občanská demokratická strana,2642
100843142503124,Podcast Zjisti víc,Zjisti víc,2595
149945438407451,Svoboda zvířat,"Svoboda zvířat Plzeň, z.s.",2514
2214398435317853,CNN Prima NEWS,FTV Prima,2460
1469427909957890,Reportér magazín,Reportér magazín,2310
278451599256,"Má to smysl, třídím odpad!","EKO KOM, a.s.",2246
344542362982337,Heroine.cz,"NextPage Media, s.r.o.",2179
55408246161,Amnesty International ČR,Amnesty International ČR,2083
50309511751,Český rozhlas - Radiožurnál,Český rozhlas,2048
34825122262,Časopis Reflex,CZECH NEWS CENTER a. s.,2031
197010357446014,Ondřej Prokop,Ondrej Prokop,2017
384187235387895,Alena Schillerová,ANO,1968
872454636138704,OBRAZ - Obránci zvířat,OBRAZ - Obránci zvířat,1956
102778979062932,Digitální Česko,Úřad vlády České republiky,1776
