ad_id,region,percentage
594399319763152,Plzeň Region,0.051651
594399319763152,Prague,0.093288
594399319763152,South Bohemian Region,0.056016
594399319763152,South Moravian Region,0.083394
594399319763152,Unknown,0.000364
594399319763152,Vysočina Region,0.040836
594399319763152,Zlín Region,0.038678
594399319763152,Ústí nad Labem Region,0.114361
592595716605922,Central Bohemian Region,0.082445
592595716605922,Hradec Králové Region,0.047555
592595716605922,Karlovy Vary Region,0.035217
592595716605922,Liberec Region,0.038319
592595716605922,Moravian-Silesian Region,0.216363
592595716605922,Olomouc Region,0.046575
592595716605922,Pardubice Region,0.03664
592595716605922,Plzeň Region,0.062038
592595716605922,Prague,0.113814
592595716605922,South Bohemian Region,0.054411
592595716605922,South Moravian Region,0.089815
592595716605922,Unknown,2.3E-5
592595716605922,Vysočina Region,0.039858
592595716605922,Zlín Region,0.037293
592595716605922,Ústí nad Labem Region,0.099634
9571649186183615,Central Bohemian Region,0.082274
9571649186183615,Hradec Králové Region,0.044862
9571649186183615,Karlovy Vary Region,0.032551
9571649186183615,Liberec Region,0.040876
9571649186183615,Moravian-Silesian Region,0.205279
9571649186183615,Olomouc Region,0.045717
9571649186183615,Pardubice Region,0.040271
9571649186183615,Plzeň Region,0.061555
9571649186183615,Prague,0.118915
9571649186183615,South Bohemian Region,0.054293
9571649186183615,South Moravian Region,0.087783
9571649186183615,Vysočina Region,0.041168
9571649186183615,Zlín Region,0.04096
9571649186183615,Ústí nad Labem Region,0.103495
1179942079893435,Hradec Králové Region,0.045178
1179942079893435,Prague,0.08198
1179942079893435,South Moravian Region,0.118274
1179942079893435,South Bohemian Region,0.042132
1179942079893435,Vysočina Region,0.038071
1179942079893435,Karlovy Vary Region,0.032487
1179942079893435,Liberec Region,0.044416
1179942079893435,Olomouc Region,0.055584
1179942079893435,Moravian-Silesian Region,0.141371
1179942079893435,Pardubice Region,0.098223
1179942079893435,Plzeň Region,0.041878
1179942079893435,Central Bohemian Region,0.084518
1179942079893435,Ústí nad Labem Region,0.111168
1179942079893435,Zlín Region,0.064721
1436971313668225,Unknown,0.000245
1436971313668225,Hradec Králové Region,0.054262
1436971313668225,Prague,0.069259
1436971313668225,South Moravian Region,0.107708
1436971313668225,South Bohemian Region,0.062045
1436971313668225,Vysočina Region,0.04986
1436971313668225,Karlovy Vary Region,0.034864
1436971313668225,Liberec Region,0.047354
1436971313668225,Olomouc Region,0.063329
1436971313668225,Moravian-Silesian Region,0.127269
1436971313668225,Pardubice Region,0.051409
1436971313668225,Plzeň Region,0.059865
1436971313668225,Central Bohemian Region,0.107851
1436971313668225,Ústí nad Labem Region,0.112334
1436971313668225,Zlín Region,0.052346
749940967152360,Unknown,0.000437
749940967152360,Hradec Králové Region,0.055993
749940967152360,Prague,0.126422
749940967152360,South Moravian Region,0.12336
749940967152360,South Bohemian Region,0.045494
749940967152360,Vysočina Region,0.031059
749940967152360,Karlovy Vary Region,0.032371
749940967152360,Liberec Region,0.046369
749940967152360,Olomouc Region,0.064742
749940967152360,Moravian-Silesian Region,0.140857
749940967152360,Pardubice Region,0.040245
749940967152360,Plzeň Region,0.057743
749940967152360,Central Bohemian Region,0.082677
749940967152360,Ústí nad Labem Region,0.118548
749940967152360,Zlín Region,0.033683
284949234707681,Unknown,0.000565
284949234707681,Hradec Králové Region,0.058261
284949234707681,Prague,0.083033
284949234707681,South Moravian Region,0.105477
284949234707681,South Bohemian Region,0.059002
284949234707681,Vysočina Region,0.04584
284949234707681,Karlovy Vary Region,0.035659
284949234707681,Liberec Region,0.047692
284949234707681,Olomouc Region,0.062496
284949234707681,Moravian-Silesian Region,0.124003
284949234707681,Pardubice Region,0.050533
284949234707681,Plzeň Region,0.057238
284949234707681,Central Bohemian Region,0.102318
284949234707681,Ústí nad Labem Region,0.118145
284949234707681,Zlín Region,0.049739
501124268958756,Unknown,0.00067
501124268958756,Hradec Králové Region,0.060532
501124268958756,Prague,0.088005
501124268958756,South Moravian Region,0.123967
501124268958756,South Bohemian Region,0.045119
501124268958756,Vysočina Region,0.044003
501124268958756,Karlovy Vary Region,0.037525
501124268958756,Liberec Region,0.05182
501124268958756,Olomouc Region,0.061202
501124268958756,Moravian-Silesian Region,0.139156
501124268958756,Pardubice Region,0.050034
501124268958756,Plzeň Region,0.046013
501124268958756,Central Bohemian Region,0.084655
501124268958756,Ústí nad Labem Region,0.11883
501124268958756,Zlín Region,0.04847
744516467629702,Hradec Králové Region,0.04277
744516467629702,Prague,0.143585
744516467629702,South Moravian Region,0.110998
744516467629702,South Bohemian Region,0.052953
744516467629702,Vysočina Region,0.04277
744516467629702,Karlovy Vary Region,0.035642
744516467629702,Liberec Region,0.063136
744516467629702,Olomouc Region,0.056008
744516467629702,Moravian-Silesian Region,0.119145
744516467629702,Pardubice Region,0.037678
744516467629702,Plzeň Region,0.0611
744516467629702,Central Bohemian Region,0.099796
744516467629702,Ústí nad Labem Region,0.100815
744516467629702,Zlín Region,0.033605
310433812120730,Unknown,0.000678
310433812120730,Hradec Králové Region,0.05902
310433812120730,Prague,0.085712
310433812120730,South Moravian Region,0.089475
310433812120730,South Bohemian Region,0.065225
310433812120730,Vysočina Region,0.047251
310433812120730,Karlovy Vary Region,0.041028
310433812120730,Liberec Region,0.050372
310433812120730,Olomouc Region,0.052155
310433812120730,Moravian-Silesian Region,0.096571
310433812120730,Pardubice Region,0.056131
310433812120730,Plzeň Region,0.065367
310433812120730,Central Bohemian Region,0.113689
310433812120730,Ústí nad Labem Region,0.136565
310433812120730,Zlín Region,0.040761
2755947361241217,Hradec Králové Region,0.058197
2755947361241217,Prague,0.106504
2755947361241217,South Moravian Region,0.096615
2755947361241217,South Bohemian Region,0.056295
2755947361241217,Vysočina Region,0.043743
2755947361241217,Karlovy Vary Region,0.036135
2755947361241217,Liberec Region,0.048688
2755947361241217,Olomouc Region,0.076075
2755947361241217,Moravian-Silesian Region,0.134652
2755947361241217,Pardubice Region,0.039178
2755947361241217,Plzeň Region,0.059338
2755947361241217,Central Bohemian Region,0.091289
2755947361241217,Ústí nad Labem Region,0.097756
2755947361241217,Zlín Region,0.055534
1189009068937403,Unknown,0.000654
1189009068937403,Hradec Králové Region,0.054426
1189009068937403,Prague,0.075228
1189009068937403,South Moravian Region,0.08722
1189009068937403,South Bohemian Region,0.064279
1189009068937403,Vysočina Region,0.042628
1189009068937403,Karlovy Vary Region,0.044981
1189009068937403,Liberec Region,0.053082
1189009068937403,Olomouc Region,0.056408
1189009068937403,Moravian-Silesian Region,0.112815
1189009068937403,Pardubice Region,0.048837
1189009068937403,Plzeň Region,0.059149
1189009068937403,Central Bohemian Region,0.109667
1189009068937403,Ústí nad Labem Region,0.151782
1189009068937403,Zlín Region,0.038843
800539168698423,South Moravian Region,0.090226
800539168698423,Liberec Region,0.067669
800539168698423,Pardubice Region,0.030075
800539168698423,Plzeň Region,0.045113
800539168698423,Central Bohemian Region,0.097744
800539168698423,Ústí nad Labem Region,0.075188
800539168698423,Hradec Králové Region,0.06015
800539168698423,Prague,0.105263
800539168698423,South Bohemian Region,0.06015
800539168698423,Vysočina Region,0.030075
800539168698423,Karlovy Vary Region,0.045113
800539168698423,Olomouc Region,0.090226
800539168698423,Moravian-Silesian Region,0.157895
800539168698423,Zlín Region,0.045113
416540474519950,Hradec Králové Region,0.05205
416540474519950,Prague,0.091663
416540474519950,South Moravian Region,0.107784
416540474519950,South Bohemian Region,0.050207
416540474519950,Vysočina Region,0.047904
416540474519950,Karlovy Vary Region,0.040074
416540474519950,Liberec Region,0.046062
416540474519950,Olomouc Region,0.064947
416540474519950,Moravian-Silesian Region,0.151543
416540474519950,Pardubice Region,0.034086
416540474519950,Plzeň Region,0.047904
416540474519950,Central Bohemian Region,0.083832
416540474519950,Ústí nad Labem Region,0.129894
416540474519950,Zlín Region,0.05205
958153392476925,Unknown,7.6E-5
958153392476925,Hradec Králové Region,0.051952
958153392476925,Prague,0.098259
958153392476925,South Moravian Region,0.103713
958153392476925,South Bohemian Region,0.062118
958153392476925,Vysočina Region,0.049975
958153392476925,Karlovy Vary Region,0.032626
958153392476925,Liberec Region,0.047961
958153392476925,Olomouc Region,0.063315
958153392476925,Moravian-Silesian Region,0.121898
958153392476925,Pardubice Region,0.049937
958153392476925,Plzeň Region,0.059419
958153392476925,Central Bohemian Region,0.100939
958153392476925,Ústí nad Labem Region,0.102877
958153392476925,Zlín Region,0.054935
291975123951930,Unknown,6.3E-5
291975123951930,Hradec Králové Region,0.053239
291975123951930,Prague,0.087231
291975123951930,South Moravian Region,0.108171
291975123951930,South Bohemian Region,0.060093
291975123951930,Vysočina Region,0.047803
291975123951930,Karlovy Vary Region,0.033907
291975123951930,Liberec Region,0.049728
291975123951930,Olomouc Region,0.066459
291975123951930,Moravian-Silesian Region,0.127673
291975123951930,Pardubice Region,0.046555
291975123951930,Plzeň Region,0.057702
291975123951930,Central Bohemian Region,0.10081
291975123951930,Ústí nad Labem Region,0.103644
291975123951930,Zlín Region,0.05692
444313571293149,Hradec Králové Region,0.063934
444313571293149,Prague,0.073206
444313571293149,South Moravian Region,0.101513
444313571293149,South Bohemian Region,0.051733
444313571293149,Vysočina Region,0.045388
444313571293149,Karlovy Vary Region,0.04002
444313571293149,Liberec Region,0.050756
444313571293149,Olomouc Region,0.065398
444313571293149,Moravian-Silesian Region,0.153734
444313571293149,Pardubice Region,0.044412
444313571293149,Plzeň Region,0.056125
444313571293149,Central Bohemian Region,0.0898
444313571293149,Ústí nad Labem Region,0.107857
444313571293149,Zlín Region,0.056125
950528733378369,Hradec Králové Region,0.05083
950528733378369,Prague,0.122295
950528733378369,South Moravian Region,0.108707
950528733378369,South Bohemian Region,0.047307
950528733378369,Vysočina Region,0.024157
950528733378369,Karlovy Vary Region,0.036236
950528733378369,Liberec Region,0.054857
950528733378369,Olomouc Region,0.060896
950528733378369,Moravian-Silesian Region,0.143432
950528733378369,Pardubice Region,0.040765
950528733378369,Plzeň Region,0.057876
950528733378369,Central Bohemian Region,0.088072
950528733378369,Ústí nad Labem Region,0.113739
950528733378369,Zlín Region,0.05083
617086833973817,Hradec Králové Region,0.052117
617086833973817,Prague,0.061889
617086833973817,South Moravian Region,0.136808
617086833973817,South Bohemian Region,0.04886
617086833973817,Vysočina Region,0.058632
617086833973817,Karlovy Vary Region,0.019544
617086833973817,Liberec Region,0.045603
617086833973817,Olomouc Region,0.074919
617086833973817,Moravian-Silesian Region,0.159609
617086833973817,Pardubice Region,0.04886
617086833973817,Plzeň Region,0.045603
617086833973817,Central Bohemian Region,0.068404
617086833973817,Ústí nad Labem Region,0.120521
617086833973817,Zlín Region,0.058632
1154491045682886,Hradec Králové Region,0.054795
1154491045682886,Prague,0.041096
1154491045682886,South Moravian Region,0.054795
1154491045682886,South Bohemian Region,0.082192
1154491045682886,Vysočina Region,0.047945
1154491045682886,Karlovy Vary Region,0.013699
1154491045682886,Liberec Region,0.054795
1154491045682886,Olomouc Region,0.047945
1154491045682886,Moravian-Silesian Region,0.157534
1154491045682886,Pardubice Region,0.068493
1154491045682886,Plzeň Region,0.109589
1154491045682886,Central Bohemian Region,0.047945
1154491045682886,Ústí nad Labem Region,0.178082
1154491045682886,Zlín Region,0.041096
440098671863360,Hradec Králové Region,0.042056
440098671863360,Prague,0.065421
440098671863360,South Moravian Region,0.11215
440098671863360,South Bohemian Region,0.044393
440098671863360,Vysočina Region,0.035047
440098671863360,Karlovy Vary Region,0.044393
440098671863360,Liberec Region,0.053738
440098671863360,Olomouc Region,0.079439
440098671863360,Moravian-Silesian Region,0.151869
440098671863360,Pardubice Region,0.063084
440098671863360,Plzeň Region,0.056075
440098671863360,Central Bohemian Region,0.088785
440098671863360,Ústí nad Labem Region,0.119159
440098671863360,Zlín Region,0.044393
751937887005631,Unknown,0.000148
751937887005631,Hradec Králové Region,0.052983
751937887005631,Prague,0.082369
751937887005631,South Moravian Region,0.094687
751937887005631,South Bohemian Region,0.063817
751937887005631,Vysočina Region,0.04393
751937887005631,Karlovy Vary Region,0.039181
751937887005631,Liberec Region,0.048976
751937887005631,Olomouc Region,0.063075
751937887005631,Moravian-Silesian Region,0.131641
751937887005631,Pardubice Region,0.04764
751937887005631,Plzeň Region,0.065004
751937887005631,Central Bohemian Region,0.09439
751937887005631,Ústí nad Labem Region,0.123034
751937887005631,Zlín Region,0.049124
1919019615181424,Hradec Králové Region,0.0521
1919019615181424,Prague,0.067044
1919019615181424,South Moravian Region,0.105008
1919019615181424,South Bohemian Region,0.063813
1919019615181424,Vysočina Region,0.051292
1919019615181424,Karlovy Vary Region,0.041599
1919019615181424,Liberec Region,0.0521
1919019615181424,Olomouc Region,0.067851
1919019615181424,Moravian-Silesian Region,0.135299
1919019615181424,Pardubice Region,0.040792
1919019615181424,Plzeň Region,0.055735
1919019615181424,Central Bohemian Region,0.076737
1919019615181424,Ústí nad Labem Region,0.139742
1919019615181424,Zlín Region,0.050889
3608720879445951,Hradec Králové Region,0.043379
3608720879445951,Prague,0.061644
3608720879445951,South Moravian Region,0.130137
3608720879445951,South Bohemian Region,0.063927
3608720879445951,Vysočina Region,0.047945
3608720879445951,Karlovy Vary Region,0.033105
3608720879445951,Liberec Region,0.054795
3608720879445951,Olomouc Region,0.08105
3608720879445951,Moravian-Silesian Region,0.131279
3608720879445951,Pardubice Region,0.057078
3608720879445951,Plzeň Region,0.03653
3608720879445951,Central Bohemian Region,0.076484
3608720879445951,Ústí nad Labem Region,0.109589
3608720879445951,Zlín Region,0.073059
957864548746310,Unknown,0.000558
957864548746310,Hradec Králové Region,0.053043
957864548746310,Prague,0.069793
957864548746310,South Moravian Region,0.109994
957864548746310,South Bohemian Region,0.055276
957864548746310,Vysočina Region,0.049135
957864548746310,Karlovy Vary Region,0.036293
957864548746310,Liberec Region,0.04746
957864548746310,Olomouc Region,0.085985
957864548746310,Moravian-Silesian Region,0.139587
957864548746310,Pardubice Region,0.042993
957864548746310,Plzeň Region,0.050251
957864548746310,Central Bohemian Region,0.089894
957864548746310,Ústí nad Labem Region,0.112228
957864548746310,Zlín Region,0.05751
1127698238571471,Hradec Králové Region,0.056564
1127698238571471,Prague,0.12793
1127698238571471,South Moravian Region,0.105198
1127698238571471,South Bohemian Region,0.061498
1127698238571471,Vysočina Region,0.044405
1127698238571471,Karlovy Vary Region,0.033304
1127698238571471,Liberec Region,0.045286
1127698238571471,Olomouc Region,0.058326
1127698238571471,Moravian-Silesian Region,0.09163
1127698238571471,Pardubice Region,0.04652
1127698238571471,Plzeň Region,0.061145
1127698238571471,Central Bohemian Region,0.121057
1127698238571471,Ústí nad Labem Region,0.102379
1127698238571471,Zlín Region,0.044758
746131974065563,Hradec Králové Region,0.064651
746131974065563,Prague,0.119917
746131974065563,South Moravian Region,0.087591
746131974065563,South Bohemian Region,0.047967
746131974065563,Vysočina Region,0.040667
746131974065563,Karlovy Vary Region,0.05318
746131974065563,Liberec Region,0.052138
746131974065563,Olomouc Region,0.070907
746131974065563,Moravian-Silesian Region,0.128259
746131974065563,Pardubice Region,0.036496
746131974065563,Plzeň Region,0.055266
746131974065563,Central Bohemian Region,0.095933
746131974065563,Ústí nad Labem Region,0.095933
746131974065563,Zlín Region,0.051095
1020291918934131,Hradec Králové Region,0.043678
1020291918934131,Prague,0.112069
1020291918934131,South Moravian Region,0.135057
1020291918934131,South Bohemian Region,0.063218
1020291918934131,Vysočina Region,0.048276
1020291918934131,Karlovy Vary Region,0.032759
1020291918934131,Liberec Region,0.038506
1020291918934131,Olomouc Region,0.078736
1020291918934131,Moravian-Silesian Region,0.121839
1020291918934131,Pardubice Region,0.048276
1020291918934131,Plzeň Region,0.050575
1020291918934131,Central Bohemian Region,0.088506
1020291918934131,Ústí nad Labem Region,0.088506
1020291918934131,Zlín Region,0.05
165070903062437,Hradec Králové Region,0.038618
165070903062437,Prague,0.154472
165070903062437,South Moravian Region,0.109756
165070903062437,South Bohemian Region,0.052846
165070903062437,Vysočina Region,0.036585
165070903062437,Karlovy Vary Region,0.02439
165070903062437,Liberec Region,0.073171
165070903062437,Olomouc Region,0.054878
165070903062437,Moravian-Silesian Region,0.105691
165070903062437,Pardubice Region,0.042683
165070903062437,Plzeň Region,0.050813
165070903062437,Central Bohemian Region,0.113821
165070903062437,Ústí nad Labem Region,0.105691
165070903062437,Zlín Region,0.036585
1553778902180285,Ústí nad Labem Region,1
876984947302922,Ústí nad Labem Region,1
871282641611626,Ústí nad Labem Region,1
1266374447684522,Ústí nad Labem Region,1
383276704824568,Ústí nad Labem Region,1
386332784348474,Ústí nad Labem Region,1
386202991251134,Ústí nad Labem Region,1
1191519848725687,Ústí nad Labem Region,1
507694258647859,Ústí nad Labem Region,1
1046879547098956,Ústí nad Labem Region,0.997828
1046879547098956,Sachsen,0.002172
1259808391702951,Ústí nad Labem Region,1
3733906706862113,Ústí nad Labem Region,1
1896254104191025,Ústí nad Labem Region,1
1071187774370065,Ústí nad Labem Region,1
3324086937886449,Hradec Králové Region,4.1E-5
3324086937886449,Prague,4.1E-5
3324086937886449,South Moravian Region,4.1E-5
3324086937886449,Pardubice Region,4.1E-5
3324086937886449,Central Bohemian Region,8.2E-5
3324086937886449,Ústí nad Labem Region,0.999753
496275436475010,Ústí nad Labem Region,1
1553924778896369,Ústí nad Labem Region,1
1278250943333203,Ústí nad Labem Region,1
1736450150434865,Karlovy Vary Region,0.041892
1736450150434865,Central Bohemian Region,0.004675
1736450150434865,Ústí nad Labem Region,0.952117
1736450150434865,Sachsen,0.001316
825328716250609,Ústí nad Labem Region,1
1507205550163221,Ústí nad Labem Region,1
2263693380676133,Unknown,3.4E-5
2263693380676133,Ústí nad Labem Region,0.999966
8274909049263142,Unknown,0.000338
8274909049263142,Ústí nad Labem Region,0.999662
3734692053451325,Ústí nad Labem Region,1
865034878919506,Ústí nad Labem Region,1
8266502966740936,Hradec Králové Region,0.038561
8266502966740936,Prague,0.094336
8266502966740936,South Moravian Region,0.102606
8266502966740936,South Bohemian Region,0.045004
8266502966740936,Vysočina Region,0.0401
8266502966740936,Karlovy Vary Region,0.042889
8266502966740936,Liberec Region,0.043081
8266502966740936,Olomouc Region,0.060679
8266502966740936,Moravian-Silesian Region,0.159631
8266502966740936,Pardubice Region,0.040773
8266502966740936,Plzeň Region,0.048082
8266502966740936,Central Bohemian Region,0.090201
8266502966740936,Ústí nad Labem Region,0.132032
8266502966740936,Zlín Region,0.062025
1664427497656714,Ústí nad Labem Region,1
1036344141558955,Ústí nad Labem Region,1
885917636743880,Ústí nad Labem Region,1
2942346305918652,Ústí nad Labem Region,1
503382952648030,Ústí nad Labem Region,1
3603860143211432,Ústí nad Labem Region,1
1216596163082153,Prague,1
484007880856398,Prague,1
1974414122973625,Prague,0.678771
1974414122973625,Olomouc Region,0.291899
1974414122973625,Central Bohemian Region,0.02933
1793960671095051,Moravian-Silesian Region,1
1487351005491718,Zlín Region,1
2729041903919531,South Moravian Region,1
821588302633503,South Moravian Region,0.772034
821588302633503,Olomouc Region,0.139165
821588302633503,Zlín Region,0.088801
1169947701107798,Prague,1
1490954215153508,Liberec Region,1
1171073324240008,Hradec Králové Region,1
404724942382612,Hradec Králové Region,1
1162479581437306,Pardubice Region,1
2672727026230625,Vysočina Region,1
475220951506559,South Bohemian Region,1
2211024859232229,South Bohemian Region,1
3575689542683097,Plzeň Region,1
723773916347322,Plzeň Region,1
586747980420774,Central Bohemian Region,0.086441
586747980420774,Hradec Králové Region,0.041129
586747980420774,Karlovy Vary Region,0.032764
586747980420774,Liberec Region,0.036598
586747980420774,Moravian-Silesian Region,0.194841
586747980420774,Olomouc Region,0.046009
586747980420774,Pardubice Region,0.043918
586747980420774,Plzeň Region,0.047055
586747980420774,Prague,0.179854
586747980420774,South Bohemian Region,0.040781
586747980420774,South Moravian Region,0.099686
586747980420774,Vysočina Region,0.032764
586747980420774,Zlín Region,0.037295
586747980420774,Ústí nad Labem Region,0.080864
553660180756101,Central Bohemian Region,0.064162
553660180756101,Hradec Králové Region,0.039366
553660180756101,Karlovy Vary Region,0.021984
553660180756101,Liberec Region,0.030164
553660180756101,Moravian-Silesian Region,0.166283
553660180756101,Olomouc Region,0.039622
553660180756101,Pardubice Region,0.033231
553660180756101,Plzeň Region,0.040261
553660180756101,Prague,0.301253
553660180756101,South Bohemian Region,0.040133
553660180756101,South Moravian Region,0.102377
553660180756101,Unknown,0.000383
553660180756101,Vysočina Region,0.026329
553660180756101,Zlín Region,0.03093
553660180756101,Ústí nad Labem Region,0.063522
580871937797152,Central Bohemian Region,0.076016
580871937797152,Hradec Králové Region,0.052576
580871937797152,Karlovy Vary Region,0.02695
580871937797152,Liberec Region,0.032645
580871937797152,Moravian-Silesian Region,0.204874
580871937797152,Olomouc Region,0.057012
580871937797152,Pardubice Region,0.035624
580871937797152,Plzeň Region,0.055224
580871937797152,Prague,0.156867
580871937797152,South Bohemian Region,0.063237
580871937797152,South Moravian Region,0.084558
580871937797152,Vysočina Region,0.035624
580871937797152,Zlín Region,0.043703
580871937797152,Ústí nad Labem Region,0.075089
1205440993879161,Central Bohemian Region,0.314332
1205440993879161,Hradec Králové Region,0.001067
1205440993879161,Liberec Region,0.00242
1205440993879161,Plzeň Region,0.002562
1205440993879161,Prague,0.644463
1205440993879161,Ústí nad Labem Region,0.035155
1294542468369597,Central Bohemian Region,0.256591
1294542468369597,Hradec Králové Region,0.001054
1294542468369597,Liberec Region,0.002109
1294542468369597,Plzeň Region,0.002109
1294542468369597,Prague,0.702636
1294542468369597,Ústí nad Labem Region,0.035501
1605519923660372,Central Bohemian Region,0.167923
1605519923660372,Hradec Králové Region,0.000415
1605519923660372,Liberec Region,0.000899
1605519923660372,Plzeň Region,0.00083
1605519923660372,Prague,0.817352
1605519923660372,Unknown,6.9E-5
1605519923660372,Ústí nad Labem Region,0.012513
1088127466293895,Central Bohemian Region,0.253841
1088127466293895,Hradec Králové Region,0.001002
1088127466293895,Liberec Region,0.001837
1088127466293895,Plzeň Region,0.002505
1088127466293895,Prague,0.70825
1088127466293895,Ústí nad Labem Region,0.032565
913459336882054,Central Bohemian Region,0.279727
913459336882054,Hradec Králové Region,0.000781
913459336882054,Liberec Region,0.003384
913459336882054,Plzeň Region,0.002213
913459336882054,Prague,0.668793
913459336882054,Ústí nad Labem Region,0.045103
1746789956170752,Central Bohemian Region,0.336056
1746789956170752,Hradec Králové Region,0.001604
1746789956170752,Liberec Region,0.003865
1746789956170752,Plzeň Region,0.003209
1746789956170752,Prague,0.600933
1746789956170752,South Bohemian Region,7.3E-5
1746789956170752,Ústí nad Labem Region,0.054259
1306421890340755,Central Bohemian Region,0.262268
1306421890340755,Hradec Králové Region,0.001363
1306421890340755,Liberec Region,0.003908
1306421890340755,Plzeň Region,0.003272
1306421890340755,Prague,0.684024
1306421890340755,South Bohemian Region,4.5E-5
1306421890340755,Ústí nad Labem Region,0.04512
1052869116140765,Central Bohemian Region,0.070609
1052869116140765,Hradec Králové Region,0.03019
1052869116140765,Karlovy Vary Region,0.016966
1052869116140765,Liberec Region,0.026697
1052869116140765,Moravian-Silesian Region,0.083583
1052869116140765,Olomouc Region,0.040669
1052869116140765,Pardubice Region,0.028693
1052869116140765,Plzeň Region,0.038423
1052869116140765,Prague,0.424651
1052869116140765,South Bohemian Region,0.042665
1052869116140765,South Moravian Region,0.095559
1052869116140765,Unknown,0.00025
1052869116140765,Vysočina Region,0.025948
1052869116140765,Zlín Region,0.028693
1052869116140765,Ústí nad Labem Region,0.046407
898255035530986,Unknown,0.00014
898255035530986,Hradec Králové Region,0.053791
898255035530986,Prague,0.119369
898255035530986,South Moravian Region,0.11254
898255035530986,South Bohemian Region,0.057907
898255035530986,Vysočina Region,0.047664
898255035530986,Karlovy Vary Region,0.028018
898255035530986,Liberec Region,0.040694
898255035530986,Olomouc Region,0.059498
898255035530986,Moravian-Silesian Region,0.134758
898255035530986,Pardubice Region,0.041209
898255035530986,Plzeň Region,0.059077
898255035530986,Central Bohemian Region,0.107442
898255035530986,Ústí nad Labem Region,0.084943
898255035530986,Zlín Region,0.052949
1032750158581890,Unknown,4.4E-5
1032750158581890,Hradec Králové Region,0.053234
1032750158581890,Prague,0.114588
1032750158581890,South Moravian Region,0.118669
1032750158581890,South Bohemian Region,0.055341
1032750158581890,Vysočina Region,0.053761
1032750158581890,Karlovy Vary Region,0.024006
1032750158581890,Liberec Region,0.042131
1032750158581890,Olomouc Region,0.063679
1032750158581890,Moravian-Silesian Region,0.128632
1032750158581890,Pardubice Region,0.050645
1032750158581890,Plzeň Region,0.053937
1032750158581890,Central Bohemian Region,0.109497
1032750158581890,Ústí nad Labem Region,0.076319
1032750158581890,Zlín Region,0.055517
403663932262966,Unknown,6.8E-5
403663932262966,Hradec Králové Region,0.048051
403663932262966,Prague,0.154078
403663932262966,South Moravian Region,0.11602
403663932262966,South Bohemian Region,0.049762
403663932262966,Vysočina Region,0.047914
403663932262966,Karlovy Vary Region,0.025189
403663932262966,Liberec Region,0.041788
403663932262966,Olomouc Region,0.05647
403663932262966,Moravian-Silesian Region,0.120812
403663932262966,Pardubice Region,0.044149
