Page ID,Page name,Disclaimer,Amount spent (CZK),Number of ads in Library
278117815576023,EU Justice and Consumers,EU Justice and Consumers,24491,30
376917739059943,LYNX Investovat s výhodami,LYNX Investovat s výhodami,10390,16
55876739776,Greenpeace Česká republika,Greenpeace Česká republika,8715,22
109323929038,Česká pirátská strana,Česká pirátská strana,7666,4
214827221987263,Andrej Babiš,Andrej Babiš,4960,6
104888111732005,Barbora Urbanová,Starostové a nezávislí • STAN,4218,9
197010357446014,Ondřej Prokop,Ondrej Prokop,3633,11
101484914694453,Bioscop - Filmy v kinech,Bioscop - Filmy v kinech,3281,2
487445514669670,Petr Fiala,Občanská demokratická strana,3189,2
129493966920107,Investipo,EAFG Capital Ventures s.r.o.,3008,1
93433992603,Hospodářské noviny,Hospodářské noviny,2850,6
100201752249169,Spolu21,Občanská demokratická strana,2425,6
728495140691300,Milion chvilek pro demokracii,"Milion Chvilek, z. s.",2291,24
105243115766863,Síť k ochraně demokracie,Síť k ochraně demokracie,2139,1
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie,2054,8
157741540937883,CARE Česká republika,CARE Česká republika,1946,13
382641704925474,Ocelový fénix,AMI Communications,1769,1
34825122262,Časopis Reflex,CZECH NEWS CENTER a. s.,1751,8
30575632699,ODS - Občanská demokratická strana,ODS - Občanská demokratická strana,1662,4
398800103326119,Komunitní centrum Chcimír,Komunitní centrum CHCIMÍR,1393,2
108726857444837,České zájmy v EU,DFMG,1315,3
1679933578972328,Obnovitelně.cz,Obnovitelně.cz,1295,3
251656685576,KDU-ČSL,KDU-ČSL,1216,8
315972808450196,ČSOB,ČSOB,1163,2
989225617882268,"Martin Benkovič, 1. místostarosta Prahy 17 - Řepy","Martin Benkovič, 1. místostarosta Prahy 17 - Řepy",1157,3
107736952362788,Denik.to,Denik.to,1150,13
60516116431,Člověk v tísni,"Člověk v tísni, o.p.s.",1142,4
297565827101858,"Díky, že můžem","Díky, že můžem, z. s.",1095,5
384187235387895,Alena Schillerová,ANO,1082,2
117787408240075,Radim Fiala - SPD,Svoboda a přímá demokracie (SPD),1062,1
344542362982337,Heroine.cz,"NextPage Media, s.r.o.",1060,13
325393357941714,Brněnský sedmnáctý,Brněnský sedmnáctý,1027,5
100843142503124,ZjistiVíc.cz,Zjisti víc,842,6
102778979062932,Digitální Česko,Úřad vlády České republiky,826,1
424114981002397,Český rozhlas Plus,Český rozhlas,821,21
424649884060896,Zrušme komunisty,"Listopad ještě neskončil, z.s.",805,15
139379141293,Paměť národa,"Post Bellum, z.ú.",788,4
1201085733241671,Café Evropa,EUROPEUM Institute for European Policy,766,3
114474108677288,Martin Kuba,Martin Kuba,713,1
211685455639198,Ministerstvo práce a sociálních věcí,Ministerstvo práce a sociálních věcí,706,2
117823623864,Transparency International ČR,Transparency International ČR,699,6
153384318085064,EUROPEUM Institute for European Policy,EUROPEUM Institute for European Policy,691,3
2214398435317853,CNN Prima NEWS,FTV Prima,670,1
693725074166331,Naše zdravotnictví,Naše zdravotnictví,586,3
609246842426009,Rekonstrukce státu,Rekonstrukce státu,576,3
134443820058669,Zbyněk Stanjura,ODS - Občanská demokratická strana,555,3
574107592700484,Ministerstvo průmyslu a obchodu,Ministerstvo průmyslu a obchodu,550,3
1469427909957890,Reportér magazín,Reportér magazín,526,8
119598071962341,Centrum pro regionální rozvoj České republiky,Centrum pro regionální rozvoj České republiky,483,28
711658465662315,XTV,XTV,469,41
392036724286541,Zdravotnický deník,Limegreen s.r.o.,468,3
113322746709049,Karel Havlíček,ANO,468,1
102763112397884,Jan Hušbauer,Jan Hušbauer,437,2
155406703122,Arnika,Arnika,420,1
111041662264882,Sociální demokracie,Sociální demokracie,406,1
111210916534,Příběhy bezpráví,Příběhy bezpráví,397,2
278451599256,"Má to smysl, třídím odpad!","EKO KOM, a.s.",387,10
317427175024030,Proměny zahrad,Karel Komárek Family Foundation,383,2
573004246504627,Bohéma,Bohéma,350,22
104970479178796,Pozitivně k recyklaci,Pozitivně k recyklaci,346,4
264983260329918,Rádio Universum,Kupředu do minulosti s.r.o.,345,2
742950425746951,Ministerstvo zemědělství,Ministerstvo zemědělství,330,3
100819232400756,Koncert pro budoucnost,Koncert pro budoucnost,303,3
952005618247538,Martin Červíček,Martin Červíček,300,1
50309511751,Český rozhlas - Radiožurnál,Český rozhlas,299,6
275042429350706,Tomáš Zdechovský,Tomáš Zdechovský,296,3
103567498863549,Ecoista,Ecoista,294,2
101335358678003,Jiří Horák,Jiří Horák,293,2
192892890746298,Aerofilms,Aerofilms,292,4
111210916534,Příběhy bezpráví,These ads ran without a disclaimer,287,1
1570680696523246,Institut pro politiku a společnost,Institut pro politiku a společnost,276,8
305841779280815,Standa Balík - kluk z Jeseníků v Senátu,Stanislav Balík,273,2
278212515809,Kancelář Evropského parlamentu,Kancelář Evropského parlamentu v České republice,264,1
40583438943,NESEHNUTÍ,NESEHNUTÍ,258,7
810056782516469,Patrik Nacher,ANO,255,1
112796661410626,Dárek pro Putina,These ads ran without a disclaimer,251,1
104976129105222,"Pavel Šutka, místostarosta Desítky","Pavel Šutka, místostarosta Desítky",250,1
40155481542,ROMEA,"ROMEA, o. p. s.",229,4
111107168256877,Karel Dvořák,Karel Dvořák,224,1
849315472073267,Charita ve světě / Caritas Czech Republic in the world,Charita ve světě / Caritas Czech Republic in the world,218,1
220814337523,Kurzy.cz,"Kurzy.cz, spol. s r.o.",216,5
125830487980906,Solární asociace,Solární asociace,214,2
1833777390242834,Centrum PANT,Centrum PANT,207,1
104083252536484,František Bureš,František Bureš,205,2
116936778126005,Marie Pošarová - SPD,Marie Pošarová - SPD,202,1
