Page ID,Page name,Disclaimer,Amount spent (CZK),Number of ads in Library
470593056405865,Kde fondy EU pomáhají,"IMAGE CZ, a.s.",15634,78
341564839045337,Čtyřkoalice,Starostové a nezávislí,9410,25
251342108296899,Starostové pro Ústecký kraj,Starostové a nezávislí,8093,16
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie,6965,6
282765711734893,Piráti Moravskoslezský kraj,Piráti Moravskoslezský kraj,6957,19
55876739776,Greenpeace Česká republika,Greenpeace Česká republika,4553,12
1681478228766601,Jan Grolich I Hejtman JMK,KDU-ČSL,4552,25
1434319750128022,Jan Skopeček,ODS - Občanská demokratická strana,4094,16
1571432816412854,Ministerstvo pro místní rozvoj,Ministerstvo pro místní rozvoj ČR,3438,26
197010357446014,Ondřej Prokop,Ondrej Prokop,3015,14
241270839070177,Juraj Thoma do Senátu,STAROSTOVÉ A NEZÁVISLÍ,2894,12
149368281915233,Sociální demokracie Jihočeský kraj,Sociální demokracie Jihočeský kraj,2885,13
728495140691300,Milion chvilek pro demokracii,"Milion Chvilek, z. s.",2861,27
1458139890966328,Rostislav Koštial,Pavel Mikulenka,2657,6
103430204491217,Robert Šlachta,PŘÍSAHA - občanské hnutí Roberta Šlachty,2569,10
60516116431,Člověk v tísni,"Člověk v tísni, o.p.s.",2501,8
253130661215661,Dobrá zpráva pro kraj,Sociální demokracie,2243,11
278451599256,"Má to smysl, třídím odpad!","EKO KOM, a.s.",2230,19
111152388465014,"Ivana Solařová - kandidátka na hejtmanku za hnutí ANO, zastupitelka Znojma",ANO 2011,2166,6
551976351670874,Zdeněk Hraba • váš senátor,Zdeněk Hraba - senátor,2014,84
164062240456361,Svatopluk Němeček,Magico Marketing s.r.o.,1866,1
334203283397849,Martin Bednář pro Ostravu,ANO 2011,1816,3
100505211433010,Hejtmanka Petra Pecková,STAROSTOVÉ A NEZÁVISLÍ,1812,9
105692521913578,David Šimek,David Šimek,1808,64
173305846086912,Jiří Čunek,Jiří Čunek,1783,10
34825122262,Časopis Reflex,CZECH NEWS CENTER a. s.,1756,7
100674998195047,Hlas Moravy,Zelení - Jihomoravský kraj,1698,4
117330538358428,KDU-ČSL Vysočina,Krajská organizace KDU-ČSL Vysočina,1639,8
214827221987263,Andrej Babiš,Andrej Babiš,1583,5
37925761205,Spase AI,These ads ran without a disclaimer,1492,2
196776900726766,Michaela Matoušková - STAN pro Pardubický kraj,STAROSTOVÉ A NEZÁVISLÍ,1491,2
161396423900274,Piráti Pardubický kraj,Česká pirátská strana,1412,10
315972808450196,ČSOB,ČSOB,1376,3
1956144064659620,BlueTV,Aliance pro budoucnost,1374,8
101591979523190,Oldřich Hájek,Oldřich Hájek,1230,4
605208513007852,Pavel Sehnal,Aliance pro budoucnost,1220,13
114474108677288,Martin Kuba,Martin Kuba,1175,1
2110017375753306,"MUDr. Raduan Nwelati, senátor","MUDr. Raduan Nwelati, senátor",1163,9
1437561026464333,Patrik Kunčar,KDU-ČSL,1161,22
476705242720084,MUDr. Miloslav Janulík - poslanec a kandidát do Senátu,Politické hnutí ANO 2011,1158,2
108342850697974,Hejtman Josef Suchánek,Hejtman Josef Suchánek,1153,19
116445271562547,Zapojme Ukrajinu,Nadační fond pro Ukrajinu,1116,3
340794862444046,K21 Zlínský kraj pro 21. století,K21 Zlínský kraj pro 21. století,1098,15
1493915637496087,Radomír Nepil - místostarosta Osmičky,Radomír Nepil - místostarosta Osmičky,1085,1
122348331158908,Piráti Olomoucký kraj,Česká pirátská strana,1041,10
280617905401953,Alexandra Udženija,Občanská demokratická strana,1019,8
288627030991926,Jiří Řehák,SEN 21,1014,1
268588983221478,Rudolf Cogan - kandidát na hejtmana,Starostové a nezávislí,1007,4
112541503899043,Dárkyně-vajíček.cz,Iscare a.s.,993,4
118797678145782,ODS Zlínský kraj,ODS Zlínský kraj,962,3
318669934660466,Jan Korda,TOP 09,945,1
101587908186187,Zbyněk Sýkora do Senátu,Zbyněk Sýkora,943,2
103624831753285,Jiří Crha - starosta Blanska a náměstek hejtmana JMK,ODS,896,10
424114981002397,Český rozhlas Plus,Český rozhlas,874,12
290159387524447,Miroslav Bárta,STAROSTOVÉ A NEZÁVISLÍ,873,1
1771562699724929,Ondřej Lochman,Ondřej Lochman,861,4
441371052635518,Peter Harvánek - veřejný profil,Peter Harvánek - veřejný profil,842,4
344542362982337,Heroine.cz,"NextPage Media, s.r.o.",824,24
178362315106,European Parliament,European Parliament,813,5
330082643514337,Robert Baxa,Robert Baxa,809,8
226132580573947,Starostové pro Olomoucký kraj,Starostové pro Olomoucký kraj,771,15
281732115013900,Hlas pro náš kraj,SOCDEM,766,4
159935454034044,Pirátská strana - Karlovarský kraj,Česká pirátská strana,752,13
211835588951012,"Bohuslav Svoboda, primátor hl. m. Prahy",Občanská demokratická strana,751,2
211685455639198,Ministerstvo práce a sociálních věcí,Ministerstvo práce a sociálních věcí,715,5
228361180513562,Deník e15,CZECH NEWS CENTER a. s.,712,4
252723251252904,Pavel Šotola,Pavel Šotola,692,32
55408246161,Amnesty International ČR,Amnesty International ČR,677,5
264983260329918,Rádio Universum,Kupředu do minulosti s.r.o.,666,4
119598071962341,Centrum pro regionální rozvoj České republiky,Centrum pro regionální rozvoj České republiky,636,4
384187235387895,Alena Schillerová,ANO,616,2
251656685576,KDU-ČSL,KDU-ČSL,595,25
290464181002849,Koalice pro Pardubický kraj,Koalice pro Pardubický kraj,591,25
693725074166331,Naše zdravotnictví,Naše zdravotnictví,559,4
341109722420138,Vysočina v dobrých rukou,"Frey Consulting, s.r.o.",550,5
107166057484330,Zelení pro kraj,Zelení pro kraj,548,18
284247164921991,Piráti Kraj Vysočina,Česká pirátská strana,542,3
126192198099,Richard Vereš,ANO,541,1
731980267233834,AllatRa TV Česko-Slovensko,AllatRa TV Česko-Slovensko,528,3
107701908581977,Radek Scherfer,Radek Scherfer,515,2
397919187215,Evropská komise v ČR,Evropská komise v ČR,512,4
278259998698281,Jiří Smetana - kandidát do Senátu za Chomutovsko,Jiří Smetana - kandidát do Senátu za Chomutovsko,500,2
392129760647537,Hlas pro KVK,HLAS SAMOSPRÁV,489,26
181682098362773,DICK-TATOR,DICK-TATOR,489,8
189453853156222,"Ondřej Dostál - zdraví, právo, spravedlnost","Ondřej Dostál - zdraví, právo, spravedlnost",485,1
108256752103532,Josef Soumar - místostarosta Písku,Josef Soumar - místostarosta Písku,476,2
632369483479043,Jan Hrnčíř - SPD,Jan Hrnčíř - SPD,475,1
109426895534368,Lucie Cirkva Chocholová - kandidátka na hejtmanku Středočeského kraje,Česká pirátská strana,457,7
113322746709049,Karel Havlíček,ANO,449,1
326296297718790,Marketa Sichtarova,Markéta Šichtařová,429,8
100723801653101,Radek Kaňa I lídr pro všechny,Spolu MSK,421,12
200800880372384,Nový Prostor,"Nový Prostor, z.ú.",407,3
101279652413889,SPOLU pro Prahu,SPOLU pro Prahu,406,2
130038285069,Lékaři bez hranic / Médecins Sans Frontières (MSF),"Lékaři bez hranic - Médecins Sans Frontières in Czech Republic, o. p. s.",400,5
116936778126005,Marie Pošarová - SPD,Marie Pošarová - SPD,390,1
