Page ID,Page name,Disclaimer,Amount spent (CZK),Number of ads in Library
120343698070515,Liberální institut,Liberální institut,19734,4
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie,16688,19
178362315106,European Parliament,European Parliament,12798,26
1395881230682843,Luděk Niedermayer,TOP 09,12114,11
648648261893473,Stačilo,Komunistická strana Čech a Moravy,9620,10
490930117644709,Lubomír Zaorálek,Sociální demokracie,7804,7
39371299263,Zelení - Strana zelených,Zelení - Strana zelených,7275,62
109144501836190,IOM Czechia,IOM Czechia,6667,11
147547541961576,Council of the European Union,Council of the European Union,5313,54
102845669064210,Danuše Nerudová,STAROSTOVÉ A NEZÁVISLÍ,5132,13
237070732827050,Slavíme 25 let ČR v NATO,"DALEKOHLEĎ,z.ú.",4734,33
176688316811,Vodafone CZ,Vodafone Czech Republic a.s.,3603,4
1422617594662590,Petr Mach,SPD a Trikolora,3541,18
397919187215,Evropská komise v ČR,Evropská komise v ČR,3353,21
111041662264882,Sociální demokracie,Sociální demokracie,3062,8
197010357446014,Ondřej Prokop,Ondrej Prokop,2997,16
278212515809,Kancelář Evropského parlamentu,Kancelář Evropského parlamentu,2829,6
251656685576,KDU-ČSL,KDU-ČSL,2638,9
100981095684030,Lenka Helena Koenigsmark,SEN 21,2637,12
1220066088147062,Ondřej Krutílek,Občanská demokratická strana,2624,5
884837951550237,"Ondřej Kolář, poslanec z Prahy 6",TOP 09,2595,11
90002267161,TOP 09,TOP 09,2538,43
1104866262972886,Michal Šmarda • Sociální demokracie,Michal Šmarda • Sociální demokracie,2389,4
1736314393286607,Klára Dostálová,ANO,2378,3
487445514669670,Petr Fiala,ODS - Občanská demokratická strana,2359,4
1679933578972328,Obnovitelně.cz,Obnovitelně.cz,2268,2
103430204491217,Robert Šlachta,PŘÍSAHA - občanské hnutí Roberta Šlachty,2206,7
189453853156222,"Ondřej Dostál - zdraví, právo, spravedlnost","Ondřej Dostál - zdraví, právo, spravedlnost",2190,4
317802208282505,Alexandr Vondra,ODS - Občanská demokratická strana,1975,4
273367223021327,Veronika Vrecionová,Občanská demokratická strana,1929,3
275042429350706,Tomáš Zdechovský,Tomáš Zdechovský,1907,7
109323929038,Česká pirátská strana,Česká pirátská strana,1811,23
214827221987263,Andrej Babiš,Andrej Babiš,1713,1
101591979523190,Oldřich Hájek,Oldřich Hájek,1713,4
299124538476,Zachraňme lesy,Hnutí DUHA - Přátelé Země Česká republika,1678,5
130038285069,Lékaři bez hranic / Médecins Sans Frontières (MSF),"Lékaři bez hranic - Médecins Sans Frontières in Czech Republic, o. p. s.",1643,7
1458139890966328,Rostislav Koštial,Pavel Mikulenka,1628,6
43855944703,Svobodní,Svobodní,1499,16
1401321553476901,Jan Farský,STAROSTOVÉ A NEZÁVISLÍ,1382,4
101894271393926,Daniel Kůs - Radní Plzně,Daniel Kůs - Radní Plzně,1333,2
55876739776,Greenpeace Česká republika,Greenpeace Česká republika,1289,21
274981549029112,Sports Leaders Summit Ostrava,V4 Communications s.r.o.,1274,13
315972808450196,ČSOB,ČSOB,1267,1
40583438943,NESEHNUTÍ,NESEHNUTÍ,1262,8
278451599256,"Má to smysl, třídím odpad!","EKO KOM, a.s.",1238,13
30575632699,ODS - Občanská demokratická strana,ODS - Občanská demokratická strana,1233,3
728495140691300,Milion chvilek pro demokracii,"Milion Chvilek, z. s.",1225,12
2108659169383946,František Talíř,KDU-ČSL,1165,10
733410133337387,Michaela Šojdrová,KDU-ČSL,1153,29
223117541065037,Karel Janeček,Karel Janeček,1135,1
297565827101858,"Díky, že můžem","Díky, že můžem, z. s.",1040,3
344542362982337,Heroine.cz,"NextPage Media, s.r.o.",994,18
217379454782587,Petra Korlaar - místostarostka Mikulova,Starostové a nezávislí,977,1
108342850697974,Hejtman Josef Suchánek,Hejtman Josef Suchánek,971,8
114474108677288,Martin Kuba,Martin Kuba,926,1
1434319750128022,Jan Skopeček,ODS - Občanská demokratická strana,926,15
149368281915233,Sociální demokracie Jihočeský kraj,Sociální demokracie Jihočeský kraj,867,4
107736952362788,Denik.to,Denik.to,801,16
579215965436046,JSNS,JSNS,780,2
264983260329918,Rádio Universum,Kupředu do minulosti s.r.o.,743,4
124152241443,Čmelák - Společnost přátel přírody,Čmelák - Společnost přátel přírody,741,10
574107592700484,Ministerstvo průmyslu a obchodu,Ministerstvo průmyslu a obchodu,697,4
849315472073267,Charita ve světě / Caritas Czech Republic in the world,Charita ve světě / Caritas Czech Republic in the world,652,5
551976351670874,Zdeněk Hraba • váš senátor,Zdeněk Hraba - senátor,647,11
58887737763,Hnutí DUHA - Přátelé Země Česká republika,Hnutí DUHA - Přátelé Země Česká republika,631,5
415472211798220,Prague Pride,Prague Pride z.s.,619,10
995938427265360,Marcel Kolaja,Marcel Kolaja,616,2
996724667073669,Piráti Ostrava,Piráti Ostrava,613,6
872454636138704,OBRAZ - Obránci zvířat,OBRAZ - Obránci zvířat,591,6
107166057484330,Zelení pro kraj,Zelení pro kraj,573,9
103567498863549,Ecoista,Ecoista,570,6
105002754733933,Matěj Gregor • Svobodní,Odchod z.s.,561,5
100723801653101,Radek Kaňa I lídr pro všechny,Spolu MSK,561,9
163179013855806,Sociální demokracie Jihomoravský kraj,Sociální demokracie Jihomoravský kraj,546,2
693725074166331,Naše zdravotnictví,Naše zdravotnictví,546,4
139379141293,Paměť národa,"Post Bellum, z.ú.",516,10
1410403182565683,Petr Hladík,KDU-ČSL,499,3
181682098362773,DICK-TATOR,DICK-TATOR,495,5
119598071962341,Centrum pro regionální rozvoj České republiky,Centrum pro regionální rozvoj České republiky,492,7
100890401934100,Pavel Bulíček - náměstek hejtmana Královéhradeckého kraje,Česká pirátská strana,442,2
60516116431,Člověk v tísni,"Člověk v tísni, o.p.s.",435,1
214647488408004,Filip Benda,Communication Lab,435,3
1468464403368393,Herbert Pavera - Váš senátor na Opavsku,PRodukujeme s.r.o.,431,5
284944781875,EURACTIV.cz,EURACTIV.cz,412,16
1469427909957890,Reportér magazín,Reportér magazín,405,2
109014911323689,Martin Exner,STAROSTOVÉ A NEZÁVISLÍ,395,1
984354481639945,Brno Pride,"STUD, z.s.",382,13
443133249062600,STAN Jihočeský kraj,STAN Jihočeský kraj,375,6
152744724577432,Jan Janda - kandidát do senátu 2024,Jan Janda,375,7
113489557033298,Mourek - politická strana,Libeňský mourek,371,3
211685455639198,Ministerstvo práce a sociálních věcí,Ministerstvo práce a sociálních věcí,354,1
50309511751,Český rozhlas - Radiožurnál,Český rozhlas,349,4
286752372142599,Jakimczuk Radek,Jakimczuk Radek,348,2
711658465662315,XTV,XTV,347,32
1493915637496087,Radomír Nepil - místostarosta Osmičky,Radomír Nepil - místostarosta Osmičky,345,1
115106741622257,Roman Ďurčo,Roman Ďurčo,344,2
495496033796328,Stanislav Blaha,Stanislav Blaha,343,6
116550511463097,Ondřej Mikmek_jaderný venkovan,Ondřej Mikmek_jaderný venkovan,328,6
1956144064659620,BlueTV,Aliance pro budoucnost,323,7
173305846086912,Jiří Čunek,KDU-ČSL,322,7
370583064327,Starostové a nezávislí • STAN,Starostové a nezávislí • STAN,321,1
300226419829971,Zemědělci Jandejsek a Dubravská,Zemědělci Jandejsek a Dubravská,315,2
799083753454179,Voxpot,Voxpot z. ú.,312,4
296512660211718,Klub rváčů,Hero & Outlaw,307,5
278652988669153,Heyeucz,HeyEU,299,1
157675528222654,"Martin Valovič, starosta Prahy 10",Občanská demokratická strana,294,2
525606624188429,revue Prostor,revue Prostor,292,1
662196877287140,Tomáš Třetina,PRodukujeme,289,3
107898832590939,European Commission,European Commission,282,13
267751653384029,Pardubický kraj,Pardubický kraj,280,1
117823623864,Transparency International ČR,Transparency International ČR,255,4
1386439704902726,Piráti Zlínský kraj,Česká pirátská strana,248,7
232980710165880,Moravané,Moravané,244,1
1953958664821128,Piráti Hradec Králové,Česká pirátská strana,241,2
553405241527947,Kancelář architekta města Brna - KAM Brno,Kancelář architekta města Brna,239,2
284247164921991,Piráti Kraj Vysočina,Česká pirátská strana,232,1
605208513007852,Pavel Sehnal,Aliance pro budoucnost,223,2
