Page ID,Page name,Disclaimer,Amount spent (CZK),Number of ads in Library
120343698070515,Liberální institut,Liberální institut,19380,8
1817941161841179,Strabag Česko,Strabag Česko,6314,39
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie,4962,15
60516116431,Člověk v tísni,"Člověk v tísni, o.p.s.",3873,8
101591979523190,Oldřich Hájek,Oldřich Hájek,3335,6
1477535869227488,Vít Rakušan,Vít Rakušan,2517,8
130038285069,Lékaři bez hranic / Médecins Sans Frontières (MSF),"Lékaři bez hranic - Médecins Sans Frontières in Czech Republic, o. p. s.",1871,3
197010357446014,Ondřej Prokop,Ondrej Prokop,1615,9
223117541065037,Karel Janeček,Karel Janeček,1606,2
214827221987263,Andrej Babiš,Andrej Babiš,1358,2
344542362982337,Heroine.cz,"NextPage Media, s.r.o.",1324,34
251656685576,KDU-ČSL,KDU-ČSL,1324,23
632832356800711,Plzeňský Prazdroj,Plzeňský Prazdroj,1275,1
278451599256,"Má to smysl, třídím odpad!","EKO KOM, a.s.",1154,13
1736314393286607,Klára Dostálová,ANO,1135,3
55408246161,Amnesty International ČR,Amnesty International ČR,1132,2
110945610569821,Spolek Odchod,Odchod z.s.,1128,17
822146574595819,Agrární komora České republiky,Agrární komora České republiky,1116,2
39371299263,Zelení - Strana zelených,Zelení - Strana zelených,1049,12
113322746709049,Karel Havlíček,ANO,935,2
849315472073267,Charita ve světě / Caritas Czech Republic in the world,Charita ve světě / Caritas Czech Republic in the world,814,13
280617905401953,Alexandra Udženija,Občanská demokratická strana,756,2
176688316811,Vodafone CZ,Vodafone Czech Republic a.s.,726,2
55876739776,Greenpeace Česká republika,Greenpeace Česká republika,692,14
120461304659141,O2 CZ,O2 Czech republic,655,1
693725074166331,Naše zdravotnictví,Naše zdravotnictví,611,5
116113331737797,EDUin,EDUin,590,2
203656526961481,Klub Pátečníků - patecnici.cz,Klub Pátečníků s.r.o.,589,9
728495140691300,Milion chvilek pro demokracii,"Milion Chvilek, z. s.",577,3
356451014434612,Marian Jurečka,KDU-ČSL,565,4
139379141293,Paměť národa,"Post Bellum, z.ú.",529,5
1382379128444365,Margita Balaštíková - poslankyně,Margita Balaštíková - poslankyně,525,2
424114981002397,Český rozhlas Plus,Český rozhlas,522,8
264983260329918,Rádio Universum,Kupředu do minulosti s.r.o.,521,5
107736952362788,Denik.to,Denik.to,514,12
1386439704902726,Piráti Zlínský kraj,Česká pirátská strana,506,4
1469427909957890,Reportér magazín,Reportér magazín,492,3
1393826507513693,"Jan Recman, místostarosta Prahy 2",Občanská demokratická strana,465,1
413476830191,Prague Security Studies Institute,Prague Security Studies Institute,452,20
1956144064659620,BlueTV,Aliance pro budoucnost,443,7
100760001626922,Martin Sedeke,Martin Sedeke,434,4
