Page ID,Page name,Disclaimer,Amount spent (CZK),Number of ads in Library
90002267161,TOP 09,TOP 09,9371,7
211685455639198,Ministerstvo práce a sociálních věcí,Ministerstvo práce a sociálních věcí,7275,27
487445514669670,Petr Fiala,Občanská demokratická strana,6952,6
116445271562547,Zapojme Ukrajinu,Nadační fond pro Ukrajinu,6276,4
130038285069,Lékaři bez hranic / Médecins Sans Frontières (MSF),"Lékaři bez hranic - Médecins Sans Frontières in Czech Republic, o. p. s.",4165,6
214827221987263,Andrej Babiš,Andrej Babiš,3637,6
119598071962341,Centrum pro regionální rozvoj České republiky,Centrum pro regionální rozvoj České republiky,3050,30
181682098362773,DICK-TATOR,DICK-TATOR,2846,17
103568159436395,Datarun.cz,Datarun.cz,2814,4
344542362982337,Heroine.cz,"NextPage Media, s.r.o.",1807,60
797495933631139,Roman Roun,Komunistická strana Čech a Moravy,1704,4
2214398435317853,CNN Prima NEWS,FTV Prima,1610,2
55408246161,Amnesty International ČR,Amnesty International ČR,1600,13
55876739776,Greenpeace Česká republika,Greenpeace Česká republika,1593,26
197010357446014,Ondřej Prokop,Ondrej Prokop,1578,4
149945438407451,Svoboda zvířat,"Svoboda zvířat Plzeň, z.s.",1528,3
728495140691300,Milion chvilek pro demokracii,"Milion Chvilek, z. s.",1523,19
60516116431,Člověk v tísni,"Člověk v tísni, o.p.s.",1460,3
989225617882268,"Martin Benkovič, 1. místostarosta Prahy 17 - Řepy","Martin Benkovič, 1. místostarosta Prahy 17 - Řepy",1455,4
251656685576,KDU-ČSL,KDU-ČSL,1312,6
1469427909957890,Reportér magazín,Reportér magazín,1306,20
113322746709049,Karel Havlíček,ANO,1176,2
109056560836,iFortuna.cz,iFortuna.cz,1094,1
127355564021146,Knihkupectví Luxor,"Euromedia Group, a.s.",1032,1
495496033796328,Stanislav Blaha,Stanislav Blaha,1002,18
376917739059943,LYNX Investovat s výhodami,LYNX Investovat s výhodami,983,14
1493915637496087,Radomír Nepil - místostarosta Osmičky,Radomír Nepil - místostarosta Osmičky,971,1
117787408240075,Radim Fiala - SPD,Svoboda a přímá demokracie (SPD),966,1
101591979523190,Oldřich Hájek,Oldřich Hájek,870,3
2019114464985347,Chyťte Bureše,Chyťte Bureše,854,2
107699787442928,Nadační fond ŠKODA AUTO,Nadační fond ŠKODA AUTO,839,3
157741540937883,CARE Česká republika,CARE Česká republika,827,9
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie,812,5
574107592700484,Ministerstvo průmyslu a obchodu,Ministerstvo průmyslu a obchodu,797,2
1201085733241671,Café Evropa,EUROPEUM Institute for European Policy,796,3
107736952362788,Denik.to,Denik.to,763,9
264983260329918,Rádio Universum,Kupředu do minulosti s.r.o.,760,5
424649884060896,Zrušme komunisty,"Listopad ještě neskončil, z.s.",755,17
302134090396266,Zdeněk Hřib - náměstek pro dopravu,Česká pirátská strana - Praha,728,4
40583438943,NESEHNUTÍ,NESEHNUTÍ,725,11
100955509189359,Redakce NF Svědomí národa,Nadační fond Svědomí národa,657,3
424114981002397,Český rozhlas Plus,Český rozhlas,639,15
511497365600515,Markéta Pekarová Adamová,TOP 09,621,1
40155481542,ROMEA,"ROMEA, o. p. s.",616,5
111210916534,Příběhy bezpráví,Příběhy bezpráví,589,2
579215965436046,JSNS,JSNS,583,10
693725074166331,Naše zdravotnictví,Naše zdravotnictví,582,4
111107168256877,Karel Dvořák,Karel Dvořák,572,2
107042794245314,Lubomír Brož - poslanec Parlamentu ČR a zastupitel Praha 5,Lubomír Brož - poslanec Parlamentu ČR a zastupitel Praha 5,565,9
278212515809,Kancelář Evropského parlamentu,Kancelář Evropského parlamentu v České republice,564,2
742950425746951,Ministerstvo zemědělství,Ministerstvo zemědělství,508,3
103567498863549,Ecoista,Ecoista,502,6
849315472073267,Charita ve světě / Caritas Czech Republic in the world,Charita ve světě / Caritas Czech Republic in the world,493,6
103596561838998,Svedomi-naroda.cz,Nadační fond Svědomí národa,474,2
1401321553476901,Jan Farský,"MEP Jan Farský, Group of the European People's Party in the European Parliament",454,1
280617905401953,Alexandra Udženija,Občanská demokratická strana,451,2
72854632984,Hitrádio ORION,"Media Marketing Services, a.s.",431,1
711658465662315,XTV,XTV,423,36
228361180513562,Deník e15,CZECH NEWS CENTER a. s.,422,3
252707698079845,Pavel Dobeš • místostarosta Prahy 3,Pavel Dobeš • místostarosta Prahy 3,403,1
104970479178796,Pozitivně k recyklaci,Pozitivně k recyklaci,397,4
461430503957309,TOP 09 - Praha 6,TOP 09,393,1
102763112397884,Jan Hušbauer,Jan Hušbauer,382,1
34825122262,Časopis Reflex,CZECH NEWS CENTER a. s.,378,1
278451599256,"Má to smysl, třídím odpad!","EKO KOM, a.s.",360,3
125830487980906,Solární asociace,Solární asociace,360,2
101279652413889,SPOLU pro Prahu,SPOLU pro Prahu,350,2
134443820058669,Zbyněk Stanjura,ODS - Občanská demokratická strana,345,4
1416733788557863,Pravda o vodě a voda lidem,Nadační fond PRAVDA O VODĚ,332,6
200800880372384,Nový Prostor,"Nový Prostor, z.ú.",295,1
30575632699,ODS - Občanská demokratická strana,ODS - Občanská demokratická strana,292,1
384187235387895,Alena Schillerová,ANO,285,1
305841779280815,Standa Balík - kluk z Jeseníků v Senátu,Stanislav Balík,283,2
101954531415600,Lukáš Vlček • ministr průmyslu a obchodu,Lukáš Vlček • ministr průmyslu a obchodu,280,1
103059308644099,Replastuj.cz,Replastuj.cz,271,3
106901094332851,Recykluj - nespaluj,Recykluj - nespaluj hys,259,2
50309511751,Český rozhlas - Radiožurnál,Český rozhlas,259,6
119441777836709,CITYA mobility,CITYA mobility,256,6
1833777390242834,Centrum PANT,Centrum PANT,241,3
139379141293,Paměť národa,"Post Bellum, z.ú.",233,4
116720238070135,Petr Nováček,Petr Nováček,232,2
123343344354078,"Hitrádio City 93,7 FM","Media Marketing Services, a.s.",230,1
101051231364600,Miroslav Zborovský - poslanec za JMK,Miroslav Zborovský - poslanec za JMK,225,4
107563435940797,Skanska v ČR a SR,Skanska v ČR a SR,220,2
551976351670874,Zdeněk Hraba • váš senátor,Zdeněk Hraba - senátor,218,5
332418787330819,VOK - Volba pro kraj,"Volba pro kraj, politické hnutí",206,1
2244726532215982,Senátorský klub - Starostové a nezávislí,Senátorský klub Starostové a nezávislí,205,3
1962450550674040,TVarchitect.com,Living Media s.r.o.,198,2
164815317047040,Jan Bureš,Jan Bureš,197,3
58887737763,Hnutí DUHA - Přátelé Země Česká republika,Hnutí DUHA - Přátelé Země Česká republika,197,1
525606624188429,revue Prostor,These ads ran without a disclaimer,196,1
863066993754032,LOCIKA - centrum pro děti ohrožené domácím násilím,Centrum LOCIKA,194,1
100843142503124,ZjistiVíc.cz,Zjisti víc,190,2
944358442253364,Jihočeský kraj - oficiální,Jihočeský kraj - oficiální,188,2
573004246504627,Bohéma,Bohéma,188,14
106834174877753,Svět hospodářství,"SH media, spol. s r.o.",166,6
103895482145144,Zdeněk Kettner - SPD,Zdeněk Kettner - SPD,166,1
108370411908373,Čistá a Bezpečná Bílina,Čistá a Bezpečná Bílina,161,1
102368582415300,Hnutí za levnější vodu v Protivíně,"PRodukujeme, s. r. o.",157,1
548487565163265,"Buď Čech, buď laska","Buď Čech, buď laska",150,2
38492561701,AutoMat,"AutoMat, z.s.",150,1
