Page ID,Page name,Disclaimer,Amount spent (CZK),Number of ads in Library
55876739776,Greenpeace Česká republika,Greenpeace Česká republika,12317,18
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie,6206,7
60516116431,Člověk v tísni,"Člověk v tísni, o.p.s.",5205,6
1817941161841179,STRABAG Česko,Strabag Česko,4050,37
178362315106,European Parliament,European Parliament,3428,5
214827221987263,Andrej Babiš,Andrej Babiš,2447,4
103430204491217,Robert Šlachta,PŘÍSAHA - občanské hnutí Roberta Šlachty,2373,9
197010357446014,Ondřej Prokop,Ondrej Prokop,2318,11
55408246161,Amnesty International ČR,Amnesty International ČR,2014,2
1401321553476901,Jan Farský,STAROSTOVÉ A NEZÁVISLÍ,1940,3
101591979523190,Oldřich Hájek,Oldřich Hájek,1769,3
356448681873897,Mikuláš Peksa,Mikuláš Peksa,1614,4
1477535869227488,Vít Rakušan,STAROSTOVÉ A NEZÁVISLÍ,1473,6
728495140691300,Milion chvilek pro demokracii,"Milion Chvilek, z. s.",1389,8
278212515809,Kancelář Evropského parlamentu,Kancelář Evropského parlamentu,1316,3
120461304659141,O2 CZ,O2 Czech republic,1241,1
1422617594662590,Petr Mach,SPD a Trikolora,1182,7
278451599256,"Má to smysl, třídím odpad!","EKO KOM, a.s.",1106,43
110945610569821,Spolek Odchod,Odchod z.s.,1027,22
424114981002397,Český rozhlas Plus,Český rozhlas,989,20
648648261893473,Stačilo,Komunistická strana Čech a Moravy,923,5
157741540937883,CARE Česká republika,CARE Česká republika,912,7
102845669064210,Danuše Nerudová,STAROSTOVÉ A NEZÁVISLÍ,810,2
527351247377965,European Committee of the Regions,European Committee of the Regions,662,2
1410403182565683,Petr Hladík,KDU-ČSL,640,4
1736314393286607,Klára Dostálová,ANO,629,2
693725074166331,Naše zdravotnictví,Naše zdravotnictví,616,5
125453991470833,SEN 21 - politické hnutí,SEN 21,597,1
344542362982337,Heroine.cz,"NextPage Media, s.r.o.",597,9
264983260329918,Rádio Universum,Kupředu do minulosti s.r.o.,565,4
39371299263,Zelení - Strana zelených,Zelení - Strana zelených,560,9
356451014434612,Marian Jurečka,KDU-ČSL,549,4
107736952362788,Denik.to,Denik.to,487,19
1956144064659620,BlueTV,Aliance pro budoucnost,467,7
206045673805,Deník.cz,VLTAVA LABE MEDIA a.s.,462,3
223117541065037,Karel Janeček,Karel Janeček,460,2
490930117644709,Lubomír Zaorálek,Sociální demokracie,456,4
545254525495201,Pravý břeh - Institut Petra Fialy,"Pravý břeh, z.s.",446,1
104970479178796,Pozitivně k recyklaci,Pozitivně k recyklaci,426,4
280617905401953,Alexandra Udženija,Občanská demokratická strana,425,2
495496033796328,Stanislav Blaha,Stanislav Blaha,424,7
203656526961481,Klub Pátečníků - patecnici.cz,Klub Pátečníků s.r.o.,421,10
799083753454179,Voxpot,Voxpot z. ú.,395,9
321762510282,Michal Kučera,Michal Kučera,390,6
124152241443,Čmelák - Společnost přátel přírody,Čmelák - Společnost přátel přírody,387,11
152744724577432,Jan Janda - kandidát do senátu 2024,Jan Janda,386,9
397919187215,Evropská komise v ČR,Evropská komise v ČR,378,3
1104866262972886,Michal Šmarda • Sociální demokracie,Michal Šmarda • Sociální demokracie,375,2
251656685576,KDU-ČSL,KDU-ČSL,364,21
113322746709049,Karel Havlíček,ANO,360,2
849315472073267,Charita ve světě / Caritas Czech Republic in the world,Charita ve světě / Caritas Czech Republic in the world,327,9
103567498863549,Ecoista,Ecoista,322,3
2394206484141525,Ondřej Knotek,Ondřej Knotek,297,1
1469427909957890,Reportér magazín,Reportér magazín,278,2
