Page ID,Page name,Disclaimer,Amount spent (CZK),Number of ads in Library
1477535869227488,Vít Rakušan,Vít Rakušan,11857,22
1817941161841179,Strabag Česko,Strabag Česko,7286,39
103430204491217,Robert Šlachta,PŘÍSAHA - občanské hnutí Roberta Šlachty,3912,6
1462730514044633,ČtiDoma.cz,"Centa, a.s.",3615,1
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie,3055,12
101591979523190,Oldřich Hájek,Oldřich Hájek,2956,5
178362315106,European Parliament,European Parliament,2721,7
728495140691300,Milion chvilek pro demokracii,"Milion Chvilek, z. s.",2708,13
206407509818,Blesk.cz,CZECH NEWS CENTER a. s.,2348,6
251656685576,KDU-ČSL,KDU-ČSL,2342,30
291699857688,EPP Group in the European Parliament,EPP Group in the European Parliament,2294,10
344542362982337,Heroine.cz,"NextPage Media, s.r.o.",2097,32
1469427909957890,Reportér magazín,Reportér magazín,1955,6
55876739776,Greenpeace Česká republika,Greenpeace Česká republika,1739,18
107898832590939,European Commission,European Commission,1200,6
169065407139584,Tilt,Tilt,1170,7
197010357446014,Ondřej Prokop,Ondrej Prokop,1168,7
278451599256,"Má to smysl, třídím odpad!","EKO KOM, a.s.",1080,28
944358442253364,Jihočeský kraj - oficiální,Jihočeský kraj - oficiální,996,3
34825122262,Časopis Reflex,CZECH NEWS CENTER a. s.,987,2
1458139890966328,Rostislav Koštial,Pavel Mikulenka,952,2
733410133337387,Michaela Šojdrová,Michaela Šojdrová,858,26
1956144064659620,BlueTV,Aliance pro budoucnost,857,9
551976351670874,Zdeněk Hraba • váš senátor,Zdeněk Hraba - senátor,855,2
280617905401953,Alexandra Udženija,Občanská demokratická strana,827,1
648648261893473,Stačilo,Komunistická strana Čech a Moravy,826,5
487445514669670,Petr Fiala,ODS - Občanská demokratická strana,799,4
110945610569821,Spolek Odchod,Odchod z.s.,677,7
100201752249169,Spolu21,Občanská demokratická strana,627,4
204829789371435,"Pavel Václav Kohout, starosta Opatovic nad Labem",Konektor Digital,617,1
115106741622257,Roman Ďurčo,Roman Ďurčo,608,3
397919187215,Evropská komise v ČR,Evropská komise v ČR,606,3
112300100259995,Global Teacher Prize Czech Republic,Global Teacher Prize Czech Republic,595,2
203656526961481,Klub Pátečníků - patecnici.cz,Klub Pátečníků s.r.o.,594,3
211835588951012,"Bohuslav Svoboda, primátor hl. m. Prahy",Občanská demokratická strana,589,5
214827221987263,Andrej Babiš,Andrej Babiš,574,2
111210916534,Příběhy bezpráví,Příběhy bezpráví,569,4
252673128998993,Daniela Ostrá • Sociální demokracie,Sociální demokracie,569,3
50309511751,Český rozhlas - Radiožurnál,Český rozhlas,563,4
1104866262972886,Michal Šmarda • Sociální demokracie,Michal Šmarda • Sociální demokracie,509,2
578342809023884,Jsme fér,Prague Pride,507,4
693725074166331,Naše zdravotnictví,Naše zdravotnictví,494,4
206630153142726,Marek Výborný,KDU-ČSL,486,3
101279652413889,SPOLU pro Prahu,SPOLU Praha,483,4
413476830191,Prague Security Studies Institute,Prague Security Studies Institute,481,20
113322746709049,Karel Havlíček,ANO,452,2
384187235387895,Alena Schillerová,ANO,439,1
989225617882268,"Martin Benkovič, 1. místostarosta Prahy 17 - Řepy","Martin Benkovič, 1. místostarosta Prahy 17 - Řepy",434,3
496346277123749,Piráti Ústecký kraj,Česká pirátská strana,428,2
169946526003,Nadace Partnerství,Nadace Partnerství,427,2
111041662264882,Sociální demokracie,Sociální demokracie,419,2
849315472073267,Charita ve světě / Caritas Czech Republic in the world,Charita ve světě / Caritas Czech Republic in the world,409,6
298789466930469,KSČM - Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,407,1
