Page ID,Page name,Disclaimer,Amount spent (CZK),Number of ads in Library
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie,5234,14
103756555932651,Candace Ross,These ads ran without a disclaimer,3936,3
2072757199653321,Zachraňme Železniční most,Zachraňme Železniční most,3381,3
100563565936696,Sanford Kafutu Business Management,These ads ran without a disclaimer,3302,1
30575632699,ODS - Občanská demokratická strana,ODS - Občanská demokratická strana,2662,5
157741540937883,CARE Česká republika,CARE Česká republika,2566,14
487445514669670,Petr Fiala,ODS - Občanská demokratická strana,2460,3
106502402306941,Since day one,These ads ran without a disclaimer,2398,1
393968607139343,Good Company Circle,Good Company Circle,2366,11
574107592700484,Ministerstvo průmyslu a obchodu,Ministerstvo průmyslu a obchodu,2200,6
989225617882268,"Martin Benkovič, 1. místostarosta Prahy 17 - Řepy","Martin Benkovič, 1. místostarosta Prahy 17 - Řepy",2167,6
55876739776,Greenpeace Česká republika,Greenpeace Česká republika,2024,15
93433992603,Hospodářské noviny,Hospodářské noviny,1953,4
117044944591390,Bridget Howard,These ads ran without a disclaimer,1832,2
55408246161,Amnesty International ČR,Amnesty International ČR,1670,4
148545228915507,Mad Duck booking,Mad Duck booking,1573,29
117787408240075,Radim Fiala - SPD,Svoboda a přímá demokracie (SPD),1488,2
181682098362773,DICK-TATOR,DICK-TATOR,1488,6
114576478568822,Strom roku,Nadace Partnerství,1371,2
728495140691300,Milion chvilek pro demokracii,"Milion Chvilek, z. s.",1344,14
197010357446014,Ondřej Prokop,Ondrej Prokop,1252,9
211685455639198,Ministerstvo práce a sociálních věcí,Ministerstvo práce a sociálních věcí,1085,4
113130640478066,Jubaer Creation,These ads ran without a disclaimer,996,2
344542362982337,Heroine.cz,"NextPage Media, s.r.o.",962,31
822146574595819,Agrární komora České republiky,Agrární komora České republiky,889,3
206407509818,Blesk.cz,CZECH NEWS CENTER a. s.,878,2
1469427909957890,Reportér magazín,Reportér magazín,853,3
424114981002397,Český rozhlas Plus,Český rozhlas,798,26
609246842426009,Rekonstrukce státu,Rekonstrukce státu,792,6
278451599256,"Má to smysl, třídím odpad!","EKO KOM, a.s.",760,13
