Page ID,Page name,Disclaimer,Amount spent (CZK),Number of ads in Library
1817941161841179,Strabag Česko,Strabag Česko,6333,38
1477535869227488,Vít Rakušan,Vít Rakušan,5263,9
178362315106,European Parliament,European Parliament,3590,17
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie,3099,12
101591979523190,Oldřich Hájek,Oldřich Hájek,2961,3
108726857444837,České zájmy v EU,DFMG,2757,6
197010357446014,Ondřej Prokop,Ondrej Prokop,2562,6
291699857688,EPP Group in the European Parliament,EPP Group in the European Parliament,2141,10
130038285069,Lékaři bez hranic / Médecins Sans Frontières (MSF),"Lékaři bez hranic - Médecins Sans Frontières in Czech Republic, o. p. s.",1910,3
214827221987263,Andrej Babiš,Andrej Babiš,1789,1
487445514669670,Petr Fiala,ODS - Občanská demokratická strana,1658,6
648648261893473,Stačilo,Komunistická strana Čech a Moravy,1563,4
344542362982337,Heroine.cz,"NextPage Media, s.r.o.",1500,34
251656685576,KDU-ČSL,KDU-ČSL,1369,25
203656526961481,Klub Pátečníků - patecnici.cz,Klub Pátečníků s.r.o.,1212,11
185399818317807,Ing. Roman Kubíček,Ing. Roman Kubíček,1098,4
110945610569821,Spolek Odchod,Odchod z.s.,1098,15
223117541065037,Karel Janeček,Karel Janeček,1084,2
278451599256,"Má to smysl, třídím odpad!","EKO KOM, a.s.",1070,9
163914317133681,Jana Hanzlíková - poslankyně,Jana Hanzlíková - poslankyně,930,3
849315472073267,Charita ve světě / Caritas Czech Republic in the world,Charita ve světě / Caritas Czech Republic in the world,883,16
280617905401953,Alexandra Udženija,Občanská demokratická strana,841,3
30575632699,ODS - Občanská demokratická strana,ODS - Občanská demokratická strana,840,1
109323929038,Česká pirátská strana,Česká pirátská strana,789,7
55876739776,Greenpeace Česká republika,Greenpeace Česká republika,701,14
384187235387895,Alena Schillerová,ANO,699,1
116113331737797,EDUin,EDUin,663,2
108256752103532,Josef Soumar - místostarosta Písku,Josef Soumar - místostarosta Písku,658,1
693725074166331,Naše zdravotnictví,Naše zdravotnictví,626,4
728495140691300,Milion chvilek pro demokracii,"Milion Chvilek, z. s.",580,3
1469427909957890,Reportér magazín,Reportér magazín,572,1
107736952362788,Denik.to,Denik.to,548,13
139379141293,Paměť národa,"Post Bellum, z.ú.",538,5
413476830191,Prague Security Studies Institute,Prague Security Studies Institute,474,20
1956144064659620,BlueTV,Aliance pro budoucnost,458,7
298789466930469,KSČM - Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,418,1
551976351670874,Zdeněk Hraba • váš senátor,Zdeněk Hraba - senátor,409,5
107563435940797,Skanska v ČR a SR,Skanska v ČR a SR,402,8
103059308644099,Replastuj.cz,Replastuj.cz,394,5
733410133337387,Michaela Šojdrová,Michaela Šojdrová,393,7
111152388465014,Ivana Solařová - starostka města Znojma,Ivana Solařová - starostka města Znojma,390,4
345130612167293,Demagog.CZ,Demagog.cz,374,1
711658465662315,XTV,XTV,362,25
995938427265360,Marcel Kolaja,Marcel Kolaja,355,1
264983260329918,Rádio Universum,Kupředu do minulosti s.r.o.,349,2
108798118453748,Berenika Peštová-poslankyně,Berenika Peštová-poslankyně,341,1
115106741622257,Roman Ďurčo,Roman Ďurčo,329,2
634087193362282,Společnost pro obranu svobody projevu,Společnost pro obranu svobody projevu,313,2
495496033796328,Stanislav Blaha,Stanislav Blaha,308,4
60516116431,Člověk v tísni,"Člověk v tísni, o.p.s.",307,1
424114981002397,Český rozhlas Plus,Český rozhlas,305,4
152744724577432,Jan Janda - kandidát do senátu 2024,Jan Janda,294,8
1104866262972886,Michal Šmarda • Sociální demokracie,Michal Šmarda • Sociální demokracie,290,1
121414737897090,"LEXUM - oční kliniky, ambulance, optiky","LEXUM - oční kliniky, ambulance, optiky",282,1
103567498863549,Ecoista,Ecoista,276,2
169946526003,Nadace Partnerství,Nadace Partnerství,274,2
124872365383,CROSS][CLUB - officiall,CROSS][CLUB - officiall,257,3
112300100259995,Global Teacher Prize Czech Republic,Global Teacher Prize Czech Republic,257,2
119624098506,Kateřina Konečná,Kateřina Konečná,251,2
1780099722095158,Filip Chvátal,Filip Chvátal,247,2
211760652195532,Mladí sociální demokraté,Mladí sociální demokraté,243,4
397919187215,Evropská komise v ČR,Evropská komise v ČR,237,2
662196877287140,Tomáš Třetina,PRodukujeme,234,2
321762510282,Michal Kučera,Michal Kučera,229,5
145721105297433,Hana Pospíšilíková,Hana Pospíšilíková,220,9
1505403779685120,Petr Hýbler - váš zastupitel Jihomoravského kraje,Petr Hýbler - váš zastupitel Jihomoravského kraje,218,3
356448681873897,Mikuláš Peksa,Mikuláš Peksa,213,2
50309511751,Český rozhlas - Radiožurnál,Český rozhlas,213,4
112161015475302,Galerie hlavního města Prahy,Galerie hlavního města Prahy,212,2
176173883021695,Robert Stržínek,Robert Stržínek,210,2
1468464403368393,Herbert Pavera - Váš senátor na Opavsku,PRodukujeme s.r.o.,191,3
1776002445975063,V síti Ivana Langera,RiverSong s.r.o.,190,2
102500511866371,Karel Smetana,Karel Smetana,185,1
106834174877753,Svět hospodářství,"SH media, spol. s r.o.",184,2
227416910669250,Komora daňových poradců ČR,Komora daňových poradců ČR,183,2
1386439704902726,Piráti Zlínský kraj,Česká pirátská strana,183,2
378827025796132,Peak.cz,Peak.cz,178,6
109664387308142,Poradna pro obce,Poradna pro obce Svazu měst a obcí České republiky,172,1
332018473557072,ODS Kolín,ODS Kolín,171,3
578342809023884,Jsme fér,Prague Pride,167,2
111041662264882,Sociální demokracie,Sociální demokracie,164,1
100761461345420,Hana Ančincová - statutární náměstkyně hejtmana Zlínského kraje,Česká pirátská strana,162,1
157675528222654,"Martin Valovič, starosta Prahy 10",Občanská demokratická strana,158,1
119410337928232,Jiří Sedlář • Sociální demokracie,Jiří Sedlář • Sociální demokracie,158,3
162620837267478,Jan Bartošek,Jan Bartošek,155,3
252673128998993,Daniela Ostrá • Sociální demokracie,Sociální demokracie,155,1
34825122262,Časopis Reflex,CZECH NEWS CENTER a. s.,152,3
415013742606508,Asiaskop,"Sinoskop – Institut pro současnou Čínu, z.s.",151,1
148545228915507,Mad Duck booking,Mad Duck booking,147,1
1434319750128022,Jan Skopeček,ODS - Občanská demokratická strana,144,2
418384058197131,Sokolov,Sokolov,139,1
206630153142726,Marek Výborný,KDU-ČSL,127,2
112063685472868,KDU-ČSL Karlovarský kraj,Krajská organizace Karlovarského kraje KDU-ČSL,124,1
343987063337791,CyberBlog,Cyber Security Solutions s.r.o.,124,1
107166057484330,Zelení - Pro KRAJinu,Zelení - Pro KRAJinu,123,2
100617488241201,Magazín Proboha,Magazín Proboha,122,2
115441351428412,Antwell Rental,Antwell Rental,119,1
284944781875,EURACTIV.cz,EURACTIV.cz,118,5
206284412716963,Plzeňský kraj,Plzeňský kraj,116,1
983533828348884,Jana Komrsková - náměstkyně pro životní prostředí,Česká pirátská strana - Praha,114,1
2244726532215982,Senátorský klub - Starostové a nezávislí,Senátorský klub Starostové a nezávislí,113,1
105002754733933,Matěj Gregor,Odchod z.s.,112,2
548487565163265,"Buď Čech, buď laska","Buď Čech, buď laska",110,4
137072422819787,Radka Šimková - starostka Prahy 5,PRAHA SOBĚ,109,1
107744397623418,Pavel Křeček • radní Prahy 3,Pavel Křeček • radní Prahy 3,108,2
797758216938787,PRO Měcholupy,Naše obec,106,1
447167062064041,Vladimíra Ludková,CORP Production s.r.o.,103,1
173001892569503,Právo Respekt Odbornost - PRO - Pardubický kraj,Právo Respekt Odbornost - PRO - Pardubický kraj,101,1
375868542113,Piráti Jihočeský kraj,Česká pirátská strana,101,1
39371299263,Zelení - Strana zelených,Zelení - Strana zelených,≤100,1
490930117644709,Lubomír Zaorálek,Česká strana sociálně demokratická,≤100,1
107572505087543,AŘOV - Asociace řidičů osobních vozidel,"Asociace řidičů osobních vozidel, z.s.",≤100,1
110359415174945,Nikol Marhounová - místostarostka Prahy 3,Nikol Marhounová - místostarostka Prahy 3,≤100,1
242117635912490,ODS - Plzeňský kraj,Občanská demokratická strana,≤100,2
213802435698566,TVbydleni.cz,Living Media s.r.o.,≤100,1
133030253410089,Jan Šafařík - náměstek hejtmana OK,Jan Šafařík - náměstek hejtmana OK,≤100,3
110349724473029,Partnerství pro vzdělávání 2030+,Partnerství pro vzdělávání 2030+,≤100,1
1833777390242834,Centrum PANT,Centrum PANT,≤100,1
163186777045684,Piráti Královéhradecký kraj,Česká pirátská strana,≤100,1
159935454034044,Pirátská strana - Karlovarský kraj,Česká pirátská strana,≤100,5
319958294730813,Jihomoravský kraj,Krajský úřad Jihomoravského kraje,≤100,2
257529307701966,Jiří Pospíšil,TOP 09,≤100,2
989225617882268,"Martin Benkovič, 1. místostarosta Prahy 17 - Řepy","Martin Benkovič, 1. místostarosta Prahy 17 - Řepy",≤100,1
100843142503124,ZjistiVíc.cz,Zjisti víc,≤100,9
107701908581977,Radek Scherfer • Sociální demokracie,Radek Scherfer • Sociální demokracie,≤100,1
1909508402643576,Pavel Pavlík,Občanská demokratická strana,≤100,1
1701718886552103,Moje Evropa,Moje Evropa,≤100,1
326507470746765,Martin Půta,Starostové pro Liberecký kraj,≤100,1
609246842426009,Rekonstrukce státu,Rekonstrukce státu,≤100,2
105274665641835,SPOLU za Vizovice,SPOLU za Vizovice,≤100,1
104398128891546,Jan Hrušovský,Jan Hrušovský,≤100,2
316563285803,TOP 09 - Liberecký kraj,TOP 09,≤100,3
253207085584079,Martin Hrubčík,ANO 2011,≤100,1
1649724681776439,ProMOST,ProMOST,≤100,3
1900532106849242,Institut H21,Institute H21,≤100,1
169320288528475,David Kašpar - místostarosta Prahy 10,David Kašpar - místostarosta Prahy 10,≤100,1
288004403427,"Friedrich-Ebert-Stiftung, zastoupení v České republice","Friedrich-Ebert-Stiftung, zastoupení v České republice",≤100,2
1159209940952925,Tomáš Hřebík - strategický rozvoj Prahy 8,TOP 09,≤100,1
122348331158908,Piráti Olomoucký kraj,Česká pirátská strana,≤100,1
130631260290858,Piráti Středočeský kraj,Česká pirátská strana,≤100,1
534928396686426,Učitel naživo,"Učitel naživo, z. ú.",≤100,1
822146574595819,Agrární komora České republiky,Agrární komora České republiky,≤100,1
375824363195,jewish-eshop.cz,jewish-eshop.cz,≤100,2
101880621377871,"Martin Mrkos, starosta Žďáru nad Sázavou","Martin Mrkos, starosta Žďáru nad Sázavou",≤100,1
952005618247538,Martin Červíček,Martin Červíček,≤100,1
111108757492137,Libor Vondráček • Svobodní,Libor Vondráček • Svobodní,≤100,1
635890889871945,Půlmaraton Plzeňského kraje,Půlmaraton Plzeňského kraje,≤100,2
192592977261195,Svoboda a přímá demokracie Liberecký kraj - SPD,Svoboda a přímá demokracie Liberecký kraj - SPD,≤100,1
1889377324515249,Praha 1,Úřad městské části Praha 1,≤100,1
220814337523,Kurzy.cz,"Kurzy.cz, spol. s r.o.",≤100,2
229238296938367,Вести,These ads ran without a disclaimer,≤100,1
1401994146795511,Svoboda a přímá demokracie Praha - SPD,Svoboda a přímá demokracie - SPD,≤100,2
110285958334498,Svoboda a přímá demokracie - SPD Chomutov,Svoboda a přímá demokracie - SPD Chomutov,≤100,2
102271385536911,Tetlo.cz,Planet Tetlo s.r.o.,≤100,1
102620981865843,Jana Skopalíková - radní pro životní prostředí a zemědělství,Jana Skopalíková - radní pro životní prostředí a zemědělství,≤100,1
590249011043899,Skautský institut,"Junák - český skaut, Skautský institut, z. s.",≤100,5
1458139890966328,Rostislav Koštial,Pavel Mikulenka,≤100,1
545830432421859,Eva Tylová - zastupitelka a kandidátka do Senátu,Eva Tylová - zastupitelka a kandidátka do Senátu,≤100,1
1448847745374153,Piráti Chrudim,Česká pirátská strana,≤100,1
107042794245314,Lubomír Brož - poslanec Parlamentu ČR a zastupitel Praha 5,Lubomír Brož - poslanec Parlamentu ČR a zastupitel Praha 5,≤100,1
1240809492610426,Jan Jakob,Jan Jakob,≤100,1
101230222584230,Pavel Vrbický - náměstek primátorky Hradce Králové,Česká pirátská strana,≤100,5
109620971947130,"David Cesar, Sociální demokrat","David Cesar, Sociální demokrat",≤100,1
107709145477704,Vojtěch Bednář,Vojtěch Bednář,≤100,1
141366725876424,European Greens,European Greens,≤100,3
211835588951012,"Bohuslav Svoboda, primátor hl. m. Prahy",Občanská demokratická strana,≤100,1
114588574914775,Petr Kouba - zastupitel města Třeboň,Petr Kouba - zastupitel města Třeboň,≤100,1
