Page ID,Page name,Disclaimer,Amount spent (CZK),Number of ads in Library
214827221987263,Andrej Babiš,Andrej Babiš,25570,7
30575632699,ODS - Občanská demokratická strana,ODS - Občanská demokratická strana,13696,27
370583064327,Starostové a nezávislí • STAN,Starostové a nezávislí • STAN,11870,22
251656685576,KDU-ČSL,KDU-ČSL,3399,6
1956144064659620,BlueTV,Aliance pro budoucnost,3126,20
55876739776,Greenpeace Česká republika,Greenpeace Česká republika,2967,47
134019826669125,Česká divočina,Hnutí DUHA,2427,5
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie,2369,4
113322746709049,Karel Havlíček,ANO,2246,4
109247908945072,Nikola Bartůšek,Nikola Bartůšek,2100,3
1600005766955141,Svoboda a přímá demokracie Ústecký kraj - SPD,Svoboda a přímá demokracie (SPD),1797,2
487445514669670,Petr Fiala,Občanská demokratická strana,1594,3
600657486465859,CT Novinky,These ads ran without a disclaimer,1498,3
109323929038,Česká pirátská strana,Česká pirátská strana,1490,8
356451014434612,Marian Jurečka,KDU-ČSL,1376,11
186325994736589,Hnutí Pro život ČR,Hnutí Pro život ČR,1185,17
130038285069,Lékaři bez hranic / Médecins Sans Frontières (MSF),"Lékaři bez hranic - Médecins Sans Frontières in Czech Republic, o. p. s.",1127,7
424114981002397,Český rozhlas Plus,Český rozhlas,1040,15
101894271393926,Daniel Kůs - Radní Plzně,Daniel Kůs - Radní Plzně,1037,2
107736952362788,Denik.to,Denik.to,1029,10
206630153142726,Marek Výborný,KDU-ČSL,1025,4
977639539069229,Jana Maláčová,Jana Maláčová,1025,4
989225617882268,"Martin Benkovič, 1. místostarosta Prahy 17 - Řepy","Martin Benkovič, 1. místostarosta Prahy 17 - Řepy",887,3
354361984407609,Jakub Horak,Jakub Horák,775,3
711658465662315,XTV,XTV,704,27
264983260329918,Rádio Universum,Kupředu do minulosti s.r.o.,684,5
211685455639198,Ministerstvo práce a sociálních věcí,Ministerstvo práce a sociálních věcí,674,5
119624098506,Kateřina Konečná,Kateřina Konečná,672,1
545801401949968,Jeden svět Šumperk,Jeden svět Šumperk,661,3
55408246161,Amnesty International ČR,Amnesty International ČR,635,4
315972808450196,ČSOB,ČSOB,572,1
1458827397686128,Koalice Vlasta,Koalice Vlasta,547,6
693725074166331,Naše zdravotnictví,Naše zdravotnictví,529,5
102481422853063,Marek Hrvol,Marek Hrvol,517,4
280617905401953,Alexandra Udženija,Občanská demokratická strana,486,9
1382120098684027,Radim F. Holeček,Radim F. Holeček,473,2
146108975400840,ODS Pardubický kraj,ODS - Občanská demokratická strana,455,2
103567498863549,Ecoista,Ecoista,426,6
490930117644709,Lubomír Zaorálek,Sociální demokracie,420,1
107042794245314,Lubomír Brož - poslanec Parlamentu ČR a radní Praha 5,Lubomír Brož - poslanec Parlamentu ČR a radní Praha 5,416,10
108254295004217,Jdeme o krok dál,Jdeme o krok dál,416,2
106725941551702,Daniela Kovářová,Daniela Kovářová,402,2
34825122262,Časopis Reflex,CZECH NEWS CENTER a. s.,384,3
1591945024361681,Štěpán Slovák,Štěpán Slovák,381,2
302134090396266,Zdeněk Hřib - náměstek pro dopravu,Česká pirátská strana - Praha,351,2
349564778485733,Students for Liberty CZ,Students for Liberty CZ,346,11
267751653384029,Pardubický kraj,Pardubický kraj,338,1
202003355940,Ekoškola,Ekoškola,322,1
105264601661209,Jan Kuchař - politik,Jan Kuchař - politik,275,1
1679933578972328,Obnovitelně.cz,Obnovitelně.cz,272,1
100843142503124,Podcast Zjisti víc,Zjisti víc,263,1
101279652413889,SPOLU pro Prahu,SPOLU pro Prahu,257,5
100955509189359,Redakce NF Svědomí národa,Nadační fond Svědomí národa,255,2
102500511866371,Karel Smetana,Karel Smetana,255,6
2108659169383946,František Talíř,KDU-ČSL,239,4
205997892828769,Jeden svět Ostrava,Jeden svět Ostrava,235,7
102763112397884,Jan Hušbauer,Jan Hušbauer,226,2
567229570370422,Eva Decroix,Eva Decroix,218,1
113437470509035,Za normální svět,Karel Halačka,218,1
103596561838998,Svedomi-naroda.cz,Nadační fond Svědomí národa,213,2
135248715455,Praha 10,Praha 10,210,1
100170559072607,Ivana Mádlová,Ivana Mádlová,208,2
257529307701966,Jiří Pospíšil,TOP 09,205,2
582391224953531,Jan Richter - poslanec,Jan Richter - poslanec,204,2
192926034666717,Václav Pláteník,Václav Pláteník,201,1
103568159436395,Datarun.cz,"Datarun, a.s.",199,2
103059308644099,Replastuj.cz,Replastuj.cz,195,2
139379141293,Paměť národa,"Post Bellum, z.ú.",194,6
504553626073637,Odolné Česko,"Lobbio, z. s.",191,3
149945438407451,Svoboda zvířat,"Svoboda zvířat Plzeň, z.s.",189,2
223117541065037,Karel Janeček,Karel Janeček,180,2
1812508368973199,Kamal Farhan,Kamal Farhan,179,1
1815379688541829,Jiří Nedvěd - zastupitel,Jiří Nedvěd - zastupitel,179,1
164024787880257,Adapterra,Nadace Partnerství,179,1
226207821151572,Marek Novák,Marek Novák,177,1
215661292342258,Praha - město pro život,Praha - město pro život,176,1
189520154425807,Ministerstvo životního prostředí,Ministerstvo životního prostředí,175,1
107744397623418,Pavel Křeček • radní Prahy 3,Pavel Křeček • radní Prahy 3,174,1
581060785096803,KROKY PRO Demokracii,Kroky pro demokracii,173,4
426667000534079,"Kamila Bláhová, starostka a poslankyně","Kamila Bláhová, starostka a poslankyně",172,2
100647378751279,Pavla Pivoňka Vaňková STAN,Pavla Pivoňka Vaňková STAN,167,1
523450094407778,Marek Ženíšek,TOP 09,165,1
162620837267478,Jan Bartošek,Jan Bartošek,162,3
884837951550237,Ondřej Kolář,Ondřej Kolář,162,1
102092151751379,David Pražák - poslanec ze Semil,ANO 2011,157,1
252707698079845,Pavel Dobeš • místostarosta Prahy 3,Pavel Dobeš • místostarosta Prahy 3,155,9
101051231364600,Miroslav Zborovský - poslanec za JMK,Miroslav Zborovský - poslanec za JMK,155,2
47401251440,Pavel Bosák - 1. náměstek primátora,Pavel Bosák - 1. náměstek primátora,154,1
50309511751,Český rozhlas - Radiožurnál,Český rozhlas,154,7
113234444928293,Milan Vrkoč - zastupitel Prahy 5,Milan Vrkoč - zastupitel Prahy 5,150,1
60516116431,Člověk v tísni,"Člověk v tísni, o.p.s.",148,1
152603742237528,Karel Haas,Karel Haas,147,1
101587908186187,Senátor Zbyněk Sýkora,Zbyněk Sýkora,147,2
211835588951012,"Bohuslav Svoboda, primátor hl. m. Prahy",Občanská demokratická strana,146,3
220814337523,Kurzy.cz,"Kurzy.cz, spol. s r.o.",139,3
1833777390242834,Centrum PANT,Centrum PANT,136,1
278212515809,Kancelář Evropského parlamentu,Kancelář Evropského parlamentu v České republice,127,1
103624831753285,Jiří Crha - starosta Blanska a náměstek hejtmana JMK,ODS,122,3
117823623864,Transparency International ČR,Transparency International ČR,122,2
535036746364049,Jaroslav Kytýr,Jaroslav Kytýr,121,2
563968463466005,Benjamin Činčila,Benjamin Činčila,120,1
2106629662903134,Brno Brňankám a Brňanům,Brno Brňankám a Brňanům,119,2
370012586206372,Rádio Socio,Podcast Media s.r.o.,110,2
797495933631139,Roman Roun,Komunistická strana Čech a Moravy,110,2
106967874570478,"Giancarlo Lamberti, zastupitel Prahy 1","Giancarlo Lamberti, zastupitel Prahy 1",108,5
1393826507513693,"Jan Recman, místostarosta Prahy 2",Občanská demokratická strana,104,3
1982660762016859,Zuzana Ožanová - poslankyně,Zuzana Ožanová - poslankyně,≤100,1
105470865029558,KVIFF TV,KVIFF TV,≤100,3
104359141915669,Mladí Espéďáci,"Institut svobody a přímé demokracie, z.ú.",≤100,1
1917661888252695,Tomáš Goláň - senátor,"Tomáš Goláň, senátor za obvod č. 78 (Zlínsko)",≤100,1
378937462177458,RD Rýmařov,RD Rýmařov,≤100,1
1776002445975063,V síti Ivana Langera,RiverSong s.r.o.,≤100,2
983533828348884,Jana Komrsková - náměstkyně pro životní prostředí,Česká pirátská strana - Praha,≤100,4
309310985605737,"Ondřej Počarovský, Radní Prahy 10","Ondřej Počarovský, Radní Prahy 10",≤100,4
443133249062600,STAN Jihočeský kraj,STAN Jihočeský kraj,≤100,1
101937231589371,Čestmír Bouda,Čestmír Bouda,≤100,2
218183018054555,JusticeCare,These ads ran without a disclaimer,≤100,1
1060889564019324,Tomáš Prouza,Tomáš Prouza,≤100,1
553478647848736,Milan Kubek - prezident ČLK,Česká lékařská komora,≤100,2
384187235387895,Alena Schillerová,ANO,≤100,1
214870798627736,"ANO, tohle je Jihomoravský kraj","ANO, tohle je Jihomoravský kraj",≤100,1
109780349685936,Lenka Dražilová politička,Lenka Dražilová,≤100,1
126618627368438,Vojtěch Munzar,Vojtěch Munzar,≤100,1
102913365637780,STAN Brno-Starý Lískovec,STAN Brno-Starý Lískovec,≤100,1
536315793408811,Odborový svaz zdravotnictví a sociální péče ČR,Odborový svaz zdravotnictví a sociální péče ČR,≤100,2
101292102824575,Petr Vlasák - místostarosta břeclavský,Petr Vlasák - místostarosta břeclavský,≤100,1
662196877287140,Tomáš Třetina,PRodukujeme,≤100,1
40583438943,NESEHNUTÍ,NESEHNUTÍ,≤100,2
353798643589,Nadace OSF,Nadace OSF,≤100,1
317530692148022,Evropa v datech,DFMG,≤100,1
631911050212445,Roklen,Roklen,≤100,13
247354065474274,Petr Beitl,Petr Beitl,≤100,1
1884351984998208,Klíče pro demokracii,Klíče pro demokracii,≤100,1
522777640912635,Jana Bačíková,Jana Bačíková,≤100,1
424905377564022,ODS Litoměřice,Občanská demokratická strana,≤100,1
145123515498876,Jan Macháček,Jan Macháček,≤100,1
822146574595819,Agrární komora České republiky,Agrární komora České republiky,≤100,1
157675528222654,"Martin Valovič, starosta Prahy 10",ODS - Občanská demokratická strana,≤100,1
163922593467373,Advokátní kancelář LEGISTES,Lucie Slováková (AK Legistes),≤100,1
620079861185679,Jan Matějka - kandidát do Poslanecké sněmovny za SPOLU,TOP 09,≤100,2
146713862010620,Martin Baxa,Martin Baxa,≤100,1
305841779280815,Standa Balík - senátor z Jeseníků,Standa Balík - senátor z Jeseníků,≤100,1
1443742905864726,Zbyněk Linhart - Krásná Lípa,Zbyněk Linhart,≤100,2
273251297864533,"Michal Vronský, starosta Prahy 3","Michal Vronský, starosta Prahy 3",≤100,2
2246804255356839,FightLive CZ/SK,GTO,≤100,1
1432553436959904,PLATO Ostrava,PLATO Ostrava,≤100,1
1661722700752175,Univerzita Hradec Králové,Univerzita Hradec Králové,≤100,1
124212050978293,Kverulant org,Kverulant org,≤100,2
103610538500982,Jiří Slavík - poslanec,Jiří Slavík - poslanec,≤100,1
101705226314145,Karel Jurka - starosta Vyškova a radní Jihomoravského kraje,ODS,≤100,1
2242877092705890,Adam Zábranský - pražský radní,Česká pirátská strana - Praha,≤100,2
