Page ID,Page name,Disclaimer,Amount spent (CZK),Number of ads in Library
1571432816412854,Ministerstvo pro místní rozvoj,Ministerstvo pro místní rozvoj ČR,14885,19
113528310021484,Šimon Pánek,"Člověk v tísni, o.p.s.",9639,2
251656685576,KDU-ČSL,KDU-ČSL,6162,60
55876739776,Greenpeace Česká republika,Greenpeace Česká republika,5844,16
116445271562547,Zapojme Ukrajinu,Nadační fond pro Ukrajinu,5514,12
223117541065037,Karel Janeček,Karel Janeček,4925,3
1416733788557863,Pravda o vodě a voda lidem,Pravda o vodě a voda lidem,2972,29
55408246161,Amnesty International ČR,Amnesty International ČR,2489,2
1104866262972886,Michal Šmarda • Sociální demokracie,Michal Šmarda • Sociální demokracie,2461,9
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie,2219,9
164062240456361,Svatopluk Němeček,Magico Marketing s.r.o.,2009,1
197010357446014,Ondřej Prokop,Ondrej Prokop,1869,9
93433992603,Hospodářské noviny,Hospodářské noviny,1766,4
130038285069,Lékaři bez hranic / Médecins Sans Frontières (MSF),"Lékaři bez hranic - Médecins Sans Frontières in Czech Republic, o. p. s.",1746,7
251342108296899,Starostové pro Ústecký kraj,Starostové a nezávislí,1673,8
253130661215661,Dobrá zpráva pro kraj,Sociální demokracie,1555,13
728495140691300,Milion chvilek pro demokracii,"Milion Chvilek, z. s.",1490,18
206407509818,Blesk.cz,CZECH NEWS CENTER a. s.,1427,3
315972808450196,ČSOB,ČSOB,1383,1
101591979523190,Oldřich Hájek,Oldřich Hájek,1356,3
1434319750128022,Jan Skopeček,ODS - Občanská demokratická strana,1355,12
255992930941327,Jihočeská veřejnost,7Agency,1276,5
211685455639198,Ministerstvo práce a sociálních věcí,Ministerstvo práce a sociálních věcí,1218,9
176173883021695,Robert Stržínek,Robert Stržínek,1209,3
287075587832255,David Rumpík,David Rumpík,1194,4
551976351670874,Zdeněk Hraba • váš senátor,Zdeněk Hraba - senátor,1157,31
100723801653101,Radek Kaňa I lídr pro všechny,Spolu MSK,1140,15
2110017375753306,"MUDr. Raduan Nwelati, senátor","MUDr. Raduan Nwelati, senátor",1063,8
413476830191,Prague Security Studies Institute,Prague Security Studies Institute,1060,1
112541503899043,Dárkyně-vajíček.cz,Iscare a.s.,888,4
1469427909957890,Reportér magazín,Reportér magazín,856,21
287081384496142,HLAS samospráv Královéhradeckého kraje,HLAS samospráv Královéhradeckého kraje,768,3
120461304659141,O2 CZ,O2 Czech republic,765,1
1917661888252695,Tomáš Goláň - senátor,"Tomáš Goláň, senátor za obvod č. 78 (Zlínsko)",743,1
108342850697974,Hejtman Josef Suchánek,Hejtman Josef Suchánek,729,12
264983260329918,Rádio Universum,Kupředu do minulosti s.r.o.,713,5
116936778126005,Marie Pošarová - SPD,Marie Pošarová - SPD,683,1
278451599256,"Má to smysl, třídím odpad!","EKO KOM, a.s.",674,21
119598071962341,Centrum pro regionální rozvoj České republiky,Centrum pro regionální rozvoj České republiky,645,11
1458139890966328,Rostislav Koštial,Pavel Mikulenka,615,4
693725074166331,Naše zdravotnictví,Naše zdravotnictví,573,4
127355564021146,Knihkupectví Luxor,"Euromedia Group, a.s.",570,3
161396423900274,Piráti Pardubický kraj,Česká pirátská strana,561,5
280617905401953,Alexandra Udženija,Občanská demokratická strana,531,7
298789466930469,KSČM - Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,523,1
119441777836709,CITYA mobility,CITYA mobility,517,9
2297075120544646,Spojenci pro kraj,JsmePRO! (Spojenci pro kraj),517,1
226132580573947,Starostové pro Olomoucký kraj,Starostové pro Olomoucký kraj,515,12
163914317133681,Jana Hanzlíková - poslankyně,Jana Hanzlíková - poslankyně,509,1
345130612167293,Demagog.CZ,Demagog.cz,499,1
281732115013900,Hlas pro náš kraj,SOCDEM,477,4
252707698079845,Pavel Dobeš • místostarosta Prahy 3,Pavel Dobeš • místostarosta Prahy 3,468,2
344542362982337,Heroine.cz,"NextPage Media, s.r.o.",464,12
258989695009,Starostové pro Liberecký kraj,Starostové pro Liberecký kraj,460,5
284944781875,EURACTIV.cz,EURACTIV.cz,439,15
