Page ID,Page name,Disclaimer,Amount spent (CZK),Number of ads in Library
60516116431,Člověk v tísni,"Člověk v tísni, o.p.s.",35100,12
55876739776,Greenpeace Česká republika,Greenpeace Česká republika,16688,92
116445271562547,Dárek,Nadační fond pro Ukrajinu,11229,2
104888111732005,Barbora Urbanová,Starostové a nezávislí • STAN,11157,7
211685455639198,Ministerstvo práce a sociálních věcí,Ministerstvo práce a sociálních věcí,9006,39
130038285069,Lékaři bez hranic / Médecins Sans Frontières (MSF),"Lékaři bez hranic - Médecins Sans Frontières in Czech Republic, o. p. s.",6859,22
214827221987263,Andrej Babiš,Andrej Babiš,4595,6
134019826669125,Česká divočina,Hnutí DUHA,3856,7
181682098362773,DICK-TATOR,DICK-TATOR,3752,13
728495140691300,Milion chvilek pro demokracii,"Milion Chvilek, z. s.",3073,18
872454636138704,OBRAZ - Obránci zvířat,OBRAZ - Obránci zvířat,3046,140
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie,2685,12
487445514669670,Petr Fiala,Občanská demokratická strana,2378,2
197010357446014,Ondřej Prokop,Ondrej Prokop,2352,6
251656685576,KDU-ČSL,KDU-ČSL,2255,9
2019114464985347,Chyťte Bureše,Chyťte Bureše,2092,2
149945438407451,Svoboda zvířat,"Svoboda zvířat Plzeň, z.s.",2082,5
989225617882268,"Martin Benkovič, 1. místostarosta Prahy 17 - Řepy","Martin Benkovič, 1. místostarosta Prahy 17 - Řepy",1959,5
1477535869227488,Vít Rakušan,STAROSTOVÉ A NEZÁVISLÍ,1868,2
298789466930469,KSČM - Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,1859,2
1094454530733590,KLDR živě: Za 38. rovnoběžkou,KLDR živě: Za 38. rovnoběžkou,1649,1
278212515809,Kancelář Evropského parlamentu,Kancelář Evropského parlamentu v České republice,1575,4
2214398435317853,CNN Prima NEWS,FTV Prima,1555,1
424114981002397,Český rozhlas Plus,Český rozhlas,1536,32
119598071962341,Centrum pro regionální rozvoj České republiky,Centrum pro regionální rozvoj České republiky,1374,22
1395881230682843,Luděk Niedermayer,Luděk Niedermayer,1355,2
1469427909957890,Reportér magazín,Reportér magazín,1179,6
157741540937883,CARE Česká republika,CARE Česká republika,1131,6
117787408240075,Radim Fiala - SPD,Svoboda a přímá demokracie (SPD),1096,1
158980731475210,Nina Spitalnikova,Nina Spitalnikova,1073,1
