Page ID,Page name,Disclaimer,Amount spent (CZK),Number of ads in Library
1571432816412854,Ministerstvo pro místní rozvoj,Ministerstvo pro místní rozvoj ČR,42577,27
55876739776,Greenpeace Česká republika,Greenpeace Česká republika,28291,42
130038285069,Lékaři bez hranic / Médecins Sans Frontières (MSF),"Lékaři bez hranic - Médecins Sans Frontières in Czech Republic, o. p. s.",10097,17
470593056405865,Kde fondy EU pomáhají,"IMAGE CZ, a.s.",9537,52
50309511751,Český rozhlas - Radiožurnál,Český rozhlas,5540,3
1104866262972886,Michal Šmarda • Sociální demokracie,Michal Šmarda • Sociální demokracie,5410,11
100201752249169,Spolu21,Občanská demokratická strana,5000,2
341564839045337,Čtyřkoalice,Starostové a nezávislí,3910,16
101591979523190,Oldřich Hájek,Oldřich Hájek,3386,4
251342108296899,Starostové pro Ústecký kraj,Starostové a nezávislí,3109,12
282765711734893,Piráti Moravskoslezský kraj,Piráti Moravskoslezský kraj,2539,5
116445271562547,Zapojme Ukrajinu,Nadační fond pro Ukrajinu,2520,11
30575632699,ODS - Občanská demokratická strana,ODS - Občanská demokratická strana,2441,5
1416733788557863,Pravda o vodě a voda lidem,Pravda o vodě a voda lidem,2440,24
189453853156222,"Ondřej Dostál - zdraví, právo, spravedlnost","Ondřej Dostál - zdraví, právo, spravedlnost",2432,4
1458139890966328,Rostislav Koštial,Pavel Mikulenka,2271,6
551976351670874,Zdeněk Hraba • váš senátor,Zdeněk Hraba - senátor,2225,66
114474108677288,Martin Kuba,Martin Kuba,2108,2
253130661215661,Dobrá zpráva pro kraj,Sociální demokracie,2066,10
340794862444046,K21 Zlínský kraj pro 21. století,K21 Zlínský kraj pro 21. století,2024,24
164062240456361,Svatopluk Němeček,Magico Marketing s.r.o.,2021,1
315972808450196,ČSOB,ČSOB,1902,1
287075587832255,David Rumpík,David Rumpík,1750,3
1853911831515828,Fortuna Casino,These ads ran without a disclaimer,1467,1
1956144064659620,BlueTV,Aliance pro budoucnost,1424,7
173305846086912,Jiří Čunek,Jiří Čunek,1236,5
728495140691300,Milion chvilek pro demokracii,"Milion Chvilek, z. s.",1199,13
119598071962341,Centrum pro regionální rozvoj České republiky,Centrum pro regionální rozvoj České republiky,1198,16
495496033796328,Stanislav Blaha,Stanislav Blaha,1161,11
226132580573947,Starostové pro Olomoucký kraj,Starostové pro Olomoucký kraj,1033,17
278259998698281,Jiří Smetana - kandidát do Senátu za Chomutovsko,Jiří Smetana - kandidát do Senátu za Chomutovsko,1010,4
197010357446014,Ondřej Prokop,Ondrej Prokop,986,6
161396423900274,Piráti Pardubický kraj,Česká pirátská strana,970,8
292218360631750,Lubomír Nymburský,Sociální demokracie,950,6
178362315106,European Parliament,European Parliament,941,18
100674998195047,Hlas Moravy,Zelení - Jihomoravský kraj,902,2
280617905401953,Alexandra Udženija,Občanská demokratická strana,889,9
103059308644099,Replastuj.cz,Replastuj.cz,834,9
111152388465014,"Ivana Solařová - kandidátka na hejtmanku za hnutí ANO, starostka Znojma",ANO 2011,828,5
113875917058636,Staň se náhradním rodičem,M-DESIGN - Martin Samek,826,1
108798118453748,Berenika Peštová-poslankyně,Berenika Peštová-poslankyně,818,1
826298904122772,Akademia Jagiellońska,These ads ran without a disclaimer,793,1
111599660619960,Denik.cz Promo,Denik.cz Promo,792,3
2110017375753306,"MUDr. Raduan Nwelati, senátor","MUDr. Raduan Nwelati, senátor",762,8
284247164921991,Piráti Kraj Vysočina,Česká pirátská strana,745,3
1201085733241671,Café Evropa,EUROPEUM Institute for European Policy,724,2
424114981002397,Český rozhlas Plus,Český rozhlas,711,9
252723251252904,Pavel Šotola,Pavel Šotola,708,27
264983260329918,Rádio Universum,Kupředu do minulosti s.r.o.,686,4
278451599256,"Má to smysl, třídím odpad!","EKO KOM, a.s.",685,15
251656685576,KDU-ČSL,KDU-ČSL,634,34
112541503899043,Dárkyně-vajíček.cz,Iscare a.s.,627,4
108342850697974,Hejtman Josef Suchánek,Hejtman Josef Suchánek,620,11
107166057484330,Zelení pro kraj,Zelení pro kraj,619,11
1681478228766601,Jan Grolich I Hejtman JMK,KDU-ČSL,588,7
214827221987263,Andrej Babiš,Andrej Babiš,585,1
93433992603,Hospodářské noviny,Hospodářské noviny,565,1
103624831753285,Jiří Crha - starosta Blanska a náměstek hejtmana JMK,ODS,557,11
278781882181636,Jihočeši 2012,Jihočeši 2012,551,2
332418787330819,VOK - Volba pro kraj,VOK Volba pro kraj,547,11
110755485002812,News News,These ads ran without a disclaimer,540,2
371102969577848,Spojenci24 s vámi,Spojenci24 s vámi,534,11
181682098362773,DICK-TATOR,DICK-TATOR,534,3
693725074166331,Naše zdravotnictví,Naše zdravotnictví,533,5
278212515809,Kancelář Evropského parlamentu,Kancelář Evropského parlamentu v České republice,523,1
290464181002849,Koalice pro Pardubický kraj,Koalice pro Pardubický kraj,518,10
