Page ID,Page name,Disclaimer,Amount spent (CZK),Number of ads in Library
107898832590939,European Commission,European Commission,5771,53
944792105610443,PRAHA SOBĚ,PRAHA SOBĚ,5520,13
223117541065037,Karel Janeček,Karel Janeček,4139,4
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie,4104,18
178362315106,European Parliament,European Parliament,4011,8
490930117644709,Lubomír Zaorálek,Sociální demokracie,3844,5
278212515809,Kancelář Evropského parlamentu,Kancelář Evropského parlamentu,2787,6
43855944703,Svobodní,Svobodní,2200,24
103430204491217,Robert Šlachta,PŘÍSAHA - občanské hnutí Roberta Šlachty,2198,6
102845669064210,Danuše Nerudová,STAROSTOVÉ A NEZÁVISLÍ,2120,4
252723251252904,Pavel Šotola,KDU-ČSL,2083,28
733410133337387,Michaela Šojdrová,KDU-ČSL,2018,23
1422617594662590,Petr Mach,SPD a Trikolora,1992,38
55876739776,Greenpeace Česká republika,Greenpeace Česká republika,1920,36
579215965436046,JSNS,JSNS,1865,17
125453991470833,SEN 21 - politické hnutí,SEN 21,1828,2
1401321553476901,Jan Farský,STAROSTOVÉ A NEZÁVISLÍ,1711,3
1104866262972886,Michal Šmarda • Sociální demokracie,Michal Šmarda • Sociální demokracie,1495,3
214827221987263,Andrej Babiš,Andrej Babiš,1459,1
34825122262,Časopis Reflex,CZECH NEWS CENTER a. s.,1387,8
101591979523190,Oldřich Hájek,Oldřich Hájek,1383,7
157741540937883,CARE Česká republika,CARE Česká republika,1329,7
105002754733933,Matěj Gregor • Svobodní,Odchod z.s.,1234,6
103059308644099,Replastuj.cz,Replastuj.cz,1207,11
55408246161,Amnesty International ČR,Amnesty International ČR,1191,2
356448681873897,Mikuláš Peksa,Mikuláš Peksa,1117,2
1736314393286607,Klára Dostálová,ANO,1027,4
214647488408004,Filip Benda,Communication Lab,987,6
1493915637496087,Radomír Nepil - místostarosta Osmičky,Radomír Nepil - místostarosta Osmičky,984,1
356451014434612,Marian Jurečka,KDU-ČSL,944,5
163914317133681,Jana Hanzlíková - poslankyně,Jana Hanzlíková - poslankyně,919,1
280617905401953,Alexandra Udženija,Občanská demokratická strana,893,3
728495140691300,Milion chvilek pro demokracii,"Milion Chvilek, z. s.",884,6
1469427909957890,Reportér magazín,Reportér magazín,868,3
648648261893473,Stačilo,Komunistická strana Čech a Moravy,821,3
128758673882866,Václav Láska - Právo s Láskou,SEN 21,809,1
872454636138704,OBRAZ - Obránci zvířat,OBRAZ - Obránci zvířat,803,11
206045673805,Deník.cz,VLTAVA LABE MEDIA a.s.,783,2
297565827101858,"Díky, že můžem","Díky, že můžem, z. s.",779,2
39371299263,Zelení - Strana zelených,Zelení - Strana zelených,759,42
415472211798220,Prague Pride,Prague Pride z.s.,757,18
119598071962341,Centrum pro regionální rozvoj České republiky,Centrum pro regionální rozvoj České republiky,756,6
115106741622257,Roman Ďurčo,Roman Ďurčo,753,3
252673128998993,Daniela Ostrá • Sociální demokracie,Sociální demokracie,728,3
107736952362788,Denik.to,Denik.to,672,8
101279652413889,SPOLU pro Prahu,SPOLU Praha,639,5
177139666120181,Vlastimil Válek,TOP 09,616,1
197010357446014,Ondřej Prokop,Ondrej Prokop,593,5
1410403182565683,Petr Hladík,KDU-ČSL,548,3
307333759374560,Česká národní banka,Česká národní banka,547,1
264983260329918,Rádio Universum,Kupředu do minulosti s.r.o.,546,4
693725074166331,Naše zdravotnictví,Naše zdravotnictví,538,4
181682098362773,DICK-TATOR,DICK-TATOR,504,2
109323929038,Česká pirátská strana,Česká pirátská strana,500,1
495496033796328,Stanislav Blaha,Stanislav Blaha,489,6
111599660619960,Denik.cz Promo,Denik.cz Promo,446,1
421423394666782,Aleš Dufek,Aleš Dufek,445,2
884837951550237,"Ondřej Kolář, poslanec z Prahy 6",TOP 09,437,2
251656685576,KDU-ČSL,KDU-ČSL,436,2
278451599256,"Má to smysl, třídím odpad!","EKO KOM, a.s.",416,13
1094454530733590,KLDR živě: Za 38. rovnoběžkou,KLDR živě: Za 38. rovnoběžkou,414,1
2108659169383946,František Talíř,KDU-ČSL,409,5
58887737763,Hnutí DUHA - Přátelé Země Česká republika,Hnutí DUHA - Přátelé Země Česká republika,397,4
397919187215,Evropská komise v ČR,Evropská komise v ČR,381,5
849315472073267,Charita ve světě / Caritas Czech Republic in the world,Charita ve světě / Caritas Czech Republic in the world,368,6
124152241443,Čmelák - Společnost přátel přírody,Čmelák - Společnost přátel přírody,363,9
101929555550767,Hluk z Prahy 4 - Ledárny Braník,Hluk z Prahy 4 - Ledárny Braník,361,1
213802435698566,TVbydleni.cz,Living Media s.r.o.,358,1
206630153142726,Marek Výborný,KDU-ČSL,355,3
117823623864,Transparency International ČR,Transparency International ČR,346,8
60516116431,Člověk v tísni,"Člověk v tísni, o.p.s.",332,1
176688316811,Vodafone CZ,Vodafone Czech Republic a.s.,331,2
189520154425807,Ministerstvo životního prostředí,Ministerstvo životního prostředí,331,5
149368281915233,Sociální demokracie Jihočeský kraj,Sociální demokracie Jihočeský kraj,327,2
104976129105222,"Pavel Šutka, místostarosta Desítky","Pavel Šutka, místostarosta Desítky",326,2
