Page ID,Page name,Disclaimer,Amount spent (CZK),Number of ads in Library
214827221987263,Andrej Babiš,Andrej Babiš,11360,6
181682098362773,DICK-TATOR,DICK-TATOR,4615,13
251656685576,KDU-ČSL,KDU-ČSL,2950,6
487445514669670,Petr Fiala,Občanská demokratická strana,2652,2
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie,2467,11
728495140691300,Milion chvilek pro demokracii,"Milion Chvilek, z. s.",2345,31
116445271562547,Dárek,Nadační fond pro Ukrajinu,2155,6
60516116431,Člověk v tísni,"Člověk v tísni, o.p.s.",2034,7
1382120098684027,Radim F. Holeček,Radim F. Holeček,1752,8
354361984407609,Jakub Horak,Jakub Horák,1522,8
315972808450196,ČSOB,ČSOB,1484,2
55876739776,Greenpeace Česká republika,Greenpeace Česká republika,1402,46
211685455639198,Ministerstvo práce a sociálních věcí,Ministerstvo práce a sociálních věcí,1389,15
350495845030493,Fairtrade Česko a Slovensko,Fairtrade Česko a Slovensko,1338,1
100843142503124,Podcast Zjisti víc,Zjisti víc,1258,4
989225617882268,"Martin Benkovič, 1. místostarosta Prahy 17 - Řepy","Martin Benkovič, 1. místostarosta Prahy 17 - Řepy",1205,4
107736952362788,Denik.to,Denik.to,1201,11
344542362982337,Heroine.cz,Heroine.cz,1152,24
1679933578972328,Obnovitelně.cz,Obnovitelně.cz,1133,3
130038285069,Lékaři bez hranic / Médecins Sans Frontières (MSF),"Lékaři bez hranic - Médecins Sans Frontières in Czech Republic, o. p. s.",1133,2
139379141293,Paměť národa,"Post Bellum, z.ú.",1051,8
648648261893473,Stačilo,Komunistická strana Čech a Moravy,1005,4
424114981002397,Český rozhlas Plus,Český rozhlas,1004,41
101894271393926,Daniel Kůs - Radní Plzně,Daniel Kůs - Radní Plzně,999,2
134019826669125,Česká divočina,Hnutí DUHA,990,3
370583064327,Starostové a nezávislí • STAN,Starostové a nezávislí • STAN,947,1
169946526003,Nadace Partnerství,Nadace Partnerství,919,3
134443820058669,Zbyněk Stanjura,ODS - Občanská demokratická strana,842,2
1416733788557863,Pravda o vodě a voda lidem,Nadační fond PRAVDA O VODĚ,730,2
197010357446014,Ondřej Prokop,Ondrej Prokop,726,4
548487565163265,"Buď Čech, buď laska","Buď Čech, buď laska",704,6
693725074166331,Naše zdravotnictví,Naše zdravotnictví,639,4
307333759374560,Česká národní banka,Česká národní banka,548,1
148545228915507,Mad Duck booking,Mad Duck booking,528,9
264983260329918,Rádio Universum,Kupředu do minulosti s.r.o.,522,3
1812508368973199,Kamal Farhan,Kamal Farhan,519,1
1558359124403846,Každá plechovka se počítá,Každá plechovka se počítá,499,2
479399375260356,Odkryto.cz,Odkryto.cz,476,2
711658465662315,XTV,XTV,439,33
1458827397686128,Koalice Vlasta,Koalice Vlasta,411,5
119598071962341,Centrum pro regionální rozvoj České republiky,Centrum pro regionální rozvoj České republiky,388,8
252707698079845,Pavel Dobeš • místostarosta Prahy 3,Pavel Dobeš • místostarosta Prahy 3,369,2
101954531415600,Lukáš Vlček • ministr průmyslu a obchodu,Lukáš Vlček • ministr průmyslu a obchodu,368,1
128758673882866,Václav Láska - Právo s Láskou,SEN 21,367,1
145123515498876,Jan Macháček,Jan Macháček,367,2
461430503957309,TOP 09 - Praha 6,TOP 09,340,1
525606624188429,revue Prostor,revue Prostor,340,3
34825122262,Časopis Reflex,CZECH NEWS CENTER a. s.,287,3
101051231364600,Miroslav Zborovský - poslanec za JMK,Miroslav Zborovský - poslanec za JMK,285,4
126618627368438,Vojtěch Munzar,Vojtěch Munzar,272,5
103567498863549,Ecoista,Ecoista,267,3
119441777836709,CITYA mobility,CITYA mobility,258,6
108254295004217,Jdeme o krok dál,Jdeme o krok dál,256,1
117823623864,Transparency International ČR,Transparency International ČR,247,8
228361180513562,Deník e15,CZECH NEWS CENTER a. s.,245,2
111107168256877,Karel Dvořák,Karel Dvořák,241,2
109392315750394,United Islands of Prague,United Islands of Prague,236,2
797495933631139,Roman Roun,Komunistická strana Čech a Moravy,226,2
271054846258904,Praha 3,Městská část Praha 3,217,5
1410403182565683,Petr Hladík,KDU-ČSL,217,3
107042794245314,Lubomír Brož - poslanec Parlamentu ČR a zastupitel Praha 5,Lubomír Brož - poslanec Parlamentu ČR a zastupitel Praha 5,207,8
220814337523,Kurzy.cz,"Kurzy.cz, spol. s r.o.",200,6
1393826507513693,"Jan Recman, místostarosta Prahy 2",Občanská demokratická strana,198,4
162620837267478,Jan Bartošek,Jan Bartošek,198,7
280617905401953,Alexandra Udženija,Občanská demokratická strana,191,3
317427175024030,Proměny zahrad,Proměny zahrad,185,2
397919187215,Evropská komise v ČR,Evropská komise v ČR,182,4
284944781875,EURACTIV.cz,EURACTIV.cz,177,8
90002267161,TOP 09,TOP 09,177,1
599440176577991,Robert Plaga,ANO 2011,167,1
111041662264882,Sociální demokracie,Sociální demokracie,166,1
105563771529340,Riot Over River - společně proti rasismu,Riot Over River - společně proti rasismu,163,5
353821314687878,Ondřej Benešík,KDU-ČSL,162,4
102844685102730,Olga Richterová - místopředsedkyně Sněmovny,Česká pirátská strana,161,1
206284412716963,Plzeňský kraj,Plzeňský kraj,160,1
822146574595819,Agrární komora České republiky,Agrární komora České republiky,158,1
103059308644099,Replastuj.cz,Replastuj.cz,147,3
101279652413889,SPOLU pro Prahu,SPOLU pro Prahu,144,2
415013742606508,Asiaskop,"Sinoskop – Institut pro současnou Čínu, z.s.",139,1
107744397623418,Pavel Křeček • radní Prahy 3,Pavel Křeček • radní Prahy 3,139,1
1395881230682843,Luděk Niedermayer,Luděk Niedermayer,138,1
522338510968796,Michal Chládek - předseda Mladé ODS,Michal Chládek,136,2
106834174877753,Svět hospodářství,"SH media, spol. s r.o.",132,4
332418787330819,VOK - Volba pro kraj,"Volba pro kraj, politické hnutí",124,1
110199885033988,SPOLU pro Frýdek-Místek,SPOLU pro Frýdek-Místek,123,1
