id,spend_lower,spend_upper,impressions_lower,impressions_upper,currency,ad_delivery_start_time,ad_delivery_stop_time,search_page_ids,bylines,target_gender,eu_total_reach,estimated_audience_size
1174314687452148,1500,1999,125000,149999,CZK,2024-12-27,2025-01-01,108254295004217,Jdeme o krok dál,All,82767,1000001
1132197931632512,1500,1999,125000,149999,CZK,2024-12-23,2024-12-28,108254295004217,Jdeme o krok dál,All,76448,1000001
610951141280553,1500,1999,80000,89999,CZK,2024-12-16,2024-12-23,108254295004217,Jdeme o krok dál,All,47597,1000001
1635722603992722,1500,1999,70000,79999,CZK,2024-12-12,2024-12-19,108254295004217,Jdeme o krok dál,All,45556,1000001
594399319763152,1500,1999,70000,79999,CZK,2024-11-30,2024-12-07,108254295004217,Jdeme o krok dál,All,42715,1000001
592595716605922,1500,1999,70000,79999,CZK,2024-11-19,2024-11-25,108254295004217,Jdeme o krok dál,All,42326,1000001
9571649186183615,1500,1999,80000,89999,CZK,2024-11-15,2024-11-22,108254295004217,Jdeme o krok dál,All,44529,1000001
1179942079893435,200,299,5000,5999,CZK,2024-08-08,2024-08-13,108254295004217,Jdeme o krok dál,Women,3927,500001
1436971313668225,1500,1999,90000,99999,CZK,2024-08-08,2024-08-17,108254295004217,Jdeme o krok dál,All,49312,1000001
749940967152360,200,299,3000,3999,CZK,2024-07-24,2024-07-30,108254295004217,Jdeme o krok dál,Women,2259,500001
284949234707681,1500,1999,100000,124999,CZK,2024-07-24,2024-08-01,108254295004217,Jdeme o krok dál,All,54903,1000001
501124268958756,200,299,7000,7999,CZK,2024-07-24,2024-07-30,108254295004217,Jdeme o krok dál,Women,4442,500001
8440094952685291,0,99,0,999,CZK,2024-07-18,2024-07-19,108254295004217,,Women,86,1000001
744516467629702,100,199,1000,1999,CZK,2024-05-28,2024-06-02,108254295004217,Jdeme o krok dál,Women,980,500001
310433812120730,1500,1999,100000,124999,CZK,2024-05-28,2024-06-05,108254295004217,Jdeme o krok dál,All,58014,1000001
2755947361241217,200,299,3000,3999,CZK,2024-05-24,2024-05-28,108254295004217,Jdeme o krok dál,Women,2544,500001
1189009068937403,1500,1999,100000,124999,CZK,2024-05-24,2024-06-01,108254295004217,Jdeme o krok dál,All,56918,1000001
800539168698423,0,99,0,999,CZK,2024-05-23,2024-05-24,108254295004217,,Women,133,1000001
416540474519950,200,299,3000,3999,CZK,2024-04-28,2024-05-03,108254295004217,Jdeme o krok dál,Women,2173,500001
958153392476925,1500,1999,90000,99999,CZK,2024-04-28,2024-05-03,108254295004217,Jdeme o krok dál,All,52577,500001
291975123951930,1000,1499,60000,69999,CZK,2024-04-22,2024-04-25,108254295004217,Jdeme o krok dál,All,47814,500001
444313571293149,200,299,2000,2999,CZK,2024-04-22,2024-04-25,108254295004217,Jdeme o krok dál,Women,1953,100001
950528733378369,200,299,2000,2999,CZK,2024-04-22,2024-04-26,108254295004217,Jdeme o krok dál,Women,1963,500001
617086833973817,0,99,0,999,CZK,2024-04-22,2024-04-22,108254295004217,Jdeme o krok dál,All,305,500001
1154491045682886,0,99,0,999,CZK,2024-04-22,2024-04-23,108254295004217,Jdeme o krok dál,All,146,500001
440098671863360,0,99,0,999,CZK,2024-04-20,2024-04-20,108254295004217,Jdeme o krok dál,Women,412,500001
1487915055438706,0,99,0,999,CZK,2024-04-19,2024-04-19,108254295004217,Jdeme o krok dál,Women,57,500001
751937887005631,100,199,7000,7999,CZK,2024-04-19,2024-04-20,108254295004217,Jdeme o krok dál,All,6657,500001
1919019615181424,0,99,2000,2999,CZK,2024-03-27,2024-03-27,108254295004217,Jdeme o krok dál,All,2445,1000001
3608720879445951,0,99,0,999,CZK,2024-03-25,2024-03-25,108254295004217,Jdeme o krok dál,All,869,500001
957864548746310,0,99,1000,1999,CZK,2024-03-25,2024-03-26,108254295004217,Jdeme o krok dál,All,1825,500001
1127698238571471,100,199,5000,5999,CZK,2024-03-21,2024-03-22,108254295004217,,All,5680,100
746131974065563,0,99,1000,1999,CZK,2024-01-26,2024-01-27,108254295004217,,Women,934,500001
1020291918934131,0,99,1000,1999,CZK,2023-06-07,2023-06-07,108254295004217,,,,1000001
165070903062437,0,99,0,999,CZK,2023-03-22,2023-03-23,108254295004217,,,,1000001
