ad_id,platform_name
392247607072006,facebook
2037999629977741,facebook
516051841004135,facebook
8316444318468748,facebook
886688790015834,facebook
358917827315053,facebook
1642504746294615,facebook
1181114443174301,facebook
1070049234464411,facebook
514637784651259,facebook
554855320208420,facebook
886504453342821,facebook
1927912214394407,facebook
1539079610033426,facebook
495805443256864,facebook
1741817253311170,facebook
507819615283905,facebook
843388574528188,facebook
1463989460927489,facebook
3149498295190612,facebook
1041658997369088,facebook
1891605788001863,facebook
2314621662218483,facebook
879068974142060,facebook
1306356100747797,facebook
515479674675039,facebook
1697151371020419,facebook
1237845557566006,facebook
2019361908514993,facebook
1603660537174840,facebook
521024053905784,facebook
1215440596366466,facebook
1069076601344822,facebook
1252501316103746,facebook
2904099446419826,facebook
505507505511848,facebook
1289129695789665,facebook
488965570568643,facebook
1534858477236716,facebook
1301019571281717,facebook
1039766641190456,facebook
1247830213021909,facebook
1035207964711612,facebook
494441103452043,facebook
1812257212915378,facebook
877291694463533,facebook
1262565874907911,facebook
1165193234552949,facebook
436681919388044,facebook
1959449384552123,facebook
3342361702734507,facebook
875186067390312,facebook
2717643195109390,facebook
486544694196617,facebook
502085279230026,facebook
844490664472646,facebook
353472444400125,facebook
1512216969413816,facebook
531849022622867,facebook
1450132939030644,facebook
1194846054965983,facebook
1200534071171805,facebook
1030720118549097,facebook
3347727675534362,facebook
1622738388292722,facebook
436239955483766,facebook
1572100217061032,facebook
1170706880710849,facebook
527188399699242,facebook
903761781775213,facebook
2444347102623450,facebook
523721424019716,instagram
549550167917565,facebook
1312548603220148,facebook
1581968812707125,instagram
2072553229869639,instagram
901624112113021,facebook
558069887109296,facebook
445138071972531,facebook
1141604397680389,instagram
551261684440569,instagram
2316817022016735,instagram
477279654928394,facebook
1135236021527550,instagram
568946502394652,facebook
1074215544182483,instagram
1322193809146969,facebook
2333895340306530,facebook
1237500460854814,facebook
301009043107660,facebook
1346487986731886,instagram
8891426217546739,facebook
1995590257571972,instagram
539766709048652,facebook
564764306176181,facebook
419069644473516,instagram
929667888620367,instagram
564665886508409,facebook
1572261173417627,facebook
543270655220633,instagram
1954425745036910,instagram
1287280345793861,facebook
1095010251660098,facebook
1095010251660098,instagram
2639173612960292,facebook
2639173612960292,instagram
1122289572666219,facebook
1122289572666219,instagram
595854166436652,facebook
595854166436652,instagram
1269933154148267,facebook
1795539714526942,instagram
9056073907792783,instagram
519436421094126,facebook
1761749801307550,facebook
2026983637803458,facebook
1017153796843321,facebook
1017153796843321,instagram
441481155682906,facebook
441481155682906,instagram
914131350690402,facebook
1973246113180643,instagram
1716568159128683,facebook
519461697744088,instagram
940087711357556,facebook
1067401964859399,facebook
1067401964859399,instagram
1567553320534190,facebook
1567553320534190,instagram
1651180248798228,facebook
1235649481057794,instagram
1085841239795123,facebook
1085841239795123,instagram
3702142786763026,facebook
3702142786763026,instagram
394157467110200,facebook
394157467110200,instagram
520128301083837,facebook
520128301083837,instagram
1116099906803642,facebook
1116099906803642,instagram
1523865841656699,facebook
1523865841656699,instagram
2005433306545444,instagram
1564618614146408,facebook
1104906614619978,facebook
1090663346071460,instagram
1241226250417027,instagram
1272928390827775,facebook
567154172472608,facebook
567154172472608,instagram
2545421678998391,facebook
2545421678998391,instagram
518034434388252,facebook
1103116251533939,instagram
3875024212743363,instagram
544443441514614,facebook
544443441514614,instagram
893564299407075,facebook
893564299407075,instagram
903909524616155,facebook
903909524616155,instagram
2011460745958562,facebook
2011460745958562,instagram
849986233977422,instagram
2226831507686811,facebook
868377308784037,instagram
468918538879353,instagram
1562750797673571,facebook
1537305506884451,instagram
1232221948013574,facebook
473117032439271,instagram
892231479512049,facebook
1267793364254733,facebook
1064174131907997,facebook
1064174131907997,instagram
1519495285359035,facebook
1519495285359035,instagram
848728030771703,facebook
848728030771703,instagram
886092153483198,facebook
886092153483198,instagram
562102346488357,facebook
562102346488357,instagram
1283369822653803,facebook
1283369822653803,instagram
1572933013641057,facebook
27412432905021983,instagram
509675198626680,instagram
1173935020339340,facebook
1360647134896186,facebook
1360647134896186,instagram
447801261085639,facebook
447801261085639,instagram
387072464336648,facebook
387072464336648,instagram
393543773814602,facebook
393543773814602,instagram
522885737044975,facebook
522885737044975,instagram
842248524689237,instagram
523604630415772,facebook
590444666741987,facebook
909063874459160,facebook
909063874459160,instagram
872680947880963,facebook
872680947880963,instagram
521772693883270,facebook
521772693883270,instagram
526849246735386,facebook
526849246735386,instagram
1081754643673718,facebook
1081754643673718,instagram
504393959041947,facebook
504393959041947,instagram
1315671246462111,facebook
1315671246462111,instagram
1392352091721432,facebook
1392352091721432,instagram
1049498333248210,facebook
1049498333248210,instagram
551693340537833,facebook
551693340537833,instagram
1187216092571630,facebook
1187216092571630,instagram
896557002391613,facebook
896557002391613,instagram
979251873912499,facebook
979251873912499,instagram
2869837673168484,facebook
2869837673168484,instagram
838710391709289,facebook
838710391709289,instagram
1598090527785304,facebook
1598090527785304,instagram
1022676139602639,facebook
1022676139602639,instagram
1139205347635549,facebook
1139205347635549,instagram
538765185236023,facebook
538765185236023,instagram
1563408581195725,facebook
1563408581195725,instagram
1878680219284245,facebook
1878680219284245,instagram
3853434704923457,facebook
3853434704923457,instagram
1046821546815150,facebook
1046821546815150,instagram
1658305584743670,facebook
1658305584743670,instagram
382808678215083,facebook
382808678215083,instagram
1031845488472529,facebook
1031845488472529,instagram
869389368031723,facebook
869389368031723,instagram
4459623604263883,facebook
4459623604263883,instagram
760447509464923,facebook
760447509464923,instagram
1041200860881497,facebook
1041200860881497,instagram
2822019184612641,facebook
2822019184612641,instagram
1053895659649667,facebook
1053895659649667,instagram
1187424189169385,facebook
1187424189169385,instagram
1055067352148698,facebook
1055067352148698,instagram
1277843156518773,facebook
1277843156518773,instagram
344811092058906,facebook
344811092058906,instagram
535654238909930,facebook
535654238909930,instagram
1605279103697909,facebook
1605279103697909,instagram
795736509113389,facebook
795736509113389,instagram
1221590805948070,facebook
1221590805948070,instagram
439970372200285,facebook
439970372200285,instagram
1224844935207331,facebook
1224844935207331,instagram
375221901900867,facebook
375221901900867,instagram
1569996803582795,facebook
1569996803582795,instagram
1173864930527321,facebook
1173864930527321,instagram
1035962014756173,facebook
1035962014756173,instagram
835813344822057,facebook
835813344822057,instagram
7980827032031184,facebook
7980827032031184,instagram
1030560218774820,facebook
1030560218774820,instagram
463868366404475,facebook
463868366404475,instagram
840658260949455,facebook
840658260949455,instagram
1206578120351847,facebook
1206578120351847,instagram
2100560423660442,facebook
2100560423660442,instagram
524150533274314,facebook
524150533274314,instagram
8195392040505657,facebook
8195392040505657,instagram
490701480208536,facebook
490701480208536,instagram
1023259015453027,facebook
1023259015453027,instagram
1188621339047242,facebook
1188621339047242,instagram
525701983124884,facebook
525701983124884,instagram
1247789786631028,facebook
1247789786631028,instagram
7558896390902354,facebook
7558896390902354,instagram
1581818252372300,facebook
1581818252372300,instagram
1838200596678864,facebook
1838200596678864,instagram
3730613020483737,facebook
3730613020483737,instagram
458217080349611,facebook
458217080349611,instagram
1236337114198741,facebook
1236337114198741,instagram
3304715996496249,facebook
3304715996496249,instagram
1007146947865823,facebook
1007146947865823,instagram
1196458318049200,facebook
1196458318049200,instagram
520760663708256,facebook
520760663708256,instagram
3519009308389455,facebook
3519009308389455,instagram
3764491137197652,facebook
3764491137197652,instagram
1181511649800490,facebook
1181511649800490,instagram
1556255678291642,facebook
1556255678291642,instagram
1191088265351727,facebook
1191088265351727,instagram
1121402525589965,facebook
1121402525589965,instagram
1037187094410175,facebook
1037187094410175,instagram
1551174722480569,facebook
1551174722480569,instagram
3589651537951753,facebook
3589651537951753,instagram
338994645935829,facebook
338994645935829,instagram
2148447462193513,facebook
2148447462193513,instagram
2278268845847614,facebook
2278268845847614,instagram
1588224111738021,facebook
1588224111738021,instagram
496137606199778,facebook
496137606199778,instagram
1982372125529670,facebook
1982372125529670,instagram
1486878285368920,facebook
1486878285368920,instagram
505531491922129,facebook
505531491922129,instagram
844276463831935,facebook
844276463831935,instagram
452177014341542,facebook
452177014341542,instagram
1028157312247246,facebook
1028157312247246,instagram
501125932361292,facebook
501125932361292,instagram
1470508033571323,facebook
1470508033571323,instagram
999561938519436,facebook
999561938519436,instagram
722794436596433,facebook
722794436596433,instagram
494760879744526,facebook
494760879744526,instagram
982721953535001,facebook
982721953535001,instagram
796739012591865,facebook
796739012591865,instagram
518443730610628,facebook
518443730610628,instagram
1106204457150558,facebook
1106204457150558,instagram
1184883669371155,facebook
1184883669371155,instagram
412561647773794,facebook
412561647773794,instagram
1383378218998903,facebook
1383378218998903,instagram
1445546142995756,facebook
1445546142995756,instagram
851621963561158,facebook
851621963561158,instagram
