ad_id,country,age_range,male,female,unknown
557894510551334,CZ,18-24,24.0,4.0,2.0
557894510551334,CZ,45-54,315.0,154.0,4.0
557894510551334,CZ,65+,230.0,326.0,2.0
557894510551334,CZ,55-64,293.0,273.0,2.0
557894510551334,CZ,35-44,160.0,31.0,
557894510551334,CZ,25-34,73.0,8.0,2.0
1070908201448197,CZ,25-34,2.0,1.0,
1070908201448197,CZ,35-44,5.0,,
1070908201448197,CZ,45-54,14.0,9.0,
1070908201448197,CZ,55-64,16.0,17.0,
1070908201448197,CZ,65+,8.0,16.0,
988158823335274,CZ,18-24,125.0,12.0,2.0
988158823335274,CZ,45-54,1003.0,267.0,8.0
988158823335274,CZ,65+,702.0,639.0,6.0
988158823335274,CZ,55-64,825.0,375.0,5.0
988158823335274,CZ,35-44,521.0,93.0,5.0
988158823335274,CZ,25-34,280.0,36.0,
510978144642266,CZ,18-24,25.0,4.0,1.0
510978144642266,CZ,45-54,485.0,215.0,7.0
510978144642266,CZ,65+,667.0,956.0,3.0
510978144642266,CZ,55-64,672.0,587.0,6.0
510978144642266,CZ,35-44,206.0,43.0,
510978144642266,CZ,25-34,83.0,11.0,2.0
1259534795158559,CZ,18-24,31.0,17.0,3.0
1259534795158559,CZ,45-54,241.0,158.0,1.0
1259534795158559,CZ,65+,320.0,619.0,2.0
1259534795158559,CZ,55-64,310.0,323.0,
1259534795158559,CZ,35-44,125.0,70.0,2.0
1259534795158559,CZ,25-34,59.0,29.0,1.0
1991632078024708,CZ,18-24,38.0,44.0,3.0
1991632078024708,CZ,25-34,61.0,80.0,3.0
1991632078024708,CZ,35-44,121.0,92.0,
1991632078024708,CZ,45-54,146.0,163.0,1.0
1991632078024708,CZ,55-64,130.0,293.0,
1991632078024708,CZ,65+,125.0,450.0,
515570271513416,CZ,18-24,24.0,2.0,
515570271513416,CZ,25-34,52.0,12.0,1.0
515570271513416,CZ,35-44,83.0,30.0,1.0
515570271513416,CZ,45-54,140.0,52.0,1.0
515570271513416,CZ,55-64,130.0,71.0,1.0
515570271513416,CZ,65+,113.0,130.0,
1783910209021608,CZ,18-24,11.0,5.0,1.0
1783910209021608,CZ,25-34,28.0,20.0,
1783910209021608,CZ,35-44,51.0,51.0,
1783910209021608,CZ,45-54,60.0,85.0,1.0
1783910209021608,CZ,55-64,52.0,124.0,
1783910209021608,CZ,65+,37.0,169.0,
552113684310624,CZ,18-24,5.0,,
552113684310624,CZ,25-34,11.0,1.0,
552113684310624,CZ,35-44,19.0,10.0,
552113684310624,CZ,45-54,34.0,33.0,
552113684310624,CZ,55-64,21.0,49.0,1.0
552113684310624,CZ,65+,19.0,84.0,
607711618595984,CZ,18-24,8.0,,1.0
607711618595984,CZ,25-34,16.0,4.0,2.0
607711618595984,CZ,35-44,56.0,19.0,
607711618595984,CZ,45-54,144.0,88.0,1.0
