ad_id,region,percentage
557894510551334,Central Bohemian Region,0.051751
557894510551334,Hradec Králové Region,0.050706
557894510551334,Karlovy Vary Region,0.031887
557894510551334,Liberec Region,0.047569
557894510551334,Moravian-Silesian Region,0.220596
557894510551334,Olomouc Region,0.056979
557894510551334,Pardubice Region,0.040251
557894510551334,Plzeň Region,0.054365
557894510551334,Prague,0.138003
557894510551334,South Bohemian Region,0.050183
557894510551334,South Moravian Region,0.097752
557894510551334,Vysočina Region,0.035546
557894510551334,Zlín Region,0.038683
557894510551334,Ústí nad Labem Region,0.085729
988158823335274,Central Bohemian Region,1
510978144642266,Central Bohemian Region,0.087151
510978144642266,Hradec Králové Region,0.052291
510978144642266,Karlovy Vary Region,0.030876
510978144642266,Liberec Region,0.039343
510978144642266,Moravian-Silesian Region,0.211653
510978144642266,Olomouc Region,0.048307
510978144642266,Pardubice Region,0.039841
510978144642266,Plzeň Region,0.04507
510978144642266,Prague,0.143426
510978144642266,South Bohemian Region,0.048307
510978144642266,South Moravian Region,0.08989
510978144642266,Unknown,0.000249
510978144642266,Vysočina Region,0.036355
510978144642266,Zlín Region,0.037102
510978144642266,Ústí nad Labem Region,0.090139
1259534795158559,Central Bohemian Region,0.080756
1259534795158559,Hradec Králové Region,0.050687
1259534795158559,Karlovy Vary Region,0.030069
1259534795158559,Liberec Region,0.039089
1259534795158559,Moravian-Silesian Region,0.222509
1259534795158559,Olomouc Region,0.051546
1259534795158559,Pardubice Region,0.035653
1259534795158559,Plzeň Region,0.048969
1259534795158559,Prague,0.13488
1259534795158559,South Bohemian Region,0.044244
1259534795158559,South Moravian Region,0.092784
1259534795158559,Vysočina Region,0.03823
1259534795158559,Zlín Region,0.036512
1259534795158559,Ústí nad Labem Region,0.094072
1991632078024708,Central Bohemian Region,0.052209
1991632078024708,Hradec Králové Region,0.052783
1991632078024708,Karlovy Vary Region,0.030407
1991632078024708,Liberec Region,0.038439
1991632078024708,Moravian-Silesian Region,0.216867
1991632078024708,Olomouc Region,0.060241
1991632078024708,Pardubice Region,0.038439
1991632078024708,Plzeň Region,0.052209
1991632078024708,Prague,0.119908
1991632078024708,South Bohemian Region,0.057946
1991632078024708,South Moravian Region,0.080895
1991632078024708,Unknown,0.001147
1991632078024708,Vysočina Region,0.026391
1991632078024708,Zlín Region,0.043029
1991632078024708,Ústí nad Labem Region,0.129088
515570271513416,Central Bohemian Region,1
1783910209021608,Central Bohemian Region,1
552113684310624,Central Bohemian Region,1
607711618595984,Central Bohemian Region,0.063686
607711618595984,Hradec Králové Region,0.052846
607711618595984,Karlovy Vary Region,0.031843
607711618595984,Liberec Region,0.04065
607711618595984,Moravian-Silesian Region,0.212737
607711618595984,Olomouc Region,0.056911
607711618595984,Pardubice Region,0.03794
607711618595984,Plzeň Region,0.049458
607711618595984,Prague,0.136179
607711618595984,South Bohemian Region,0.054878
607711618595984,South Moravian Region,0.096206
607711618595984,Vysočina Region,0.039973
607711618595984,Zlín Region,0.033198
607711618595984,Ústí nad Labem Region,0.093496
1315034572844425,Central Bohemian Region,1
8809049642546741,Central Bohemian Region,0.070917
8809049642546741,Hradec Králové Region,0.056278
8809049642546741,Karlovy Vary Region,0.029603
8809049642546741,Liberec Region,0.039037
8809049642546741,Moravian-Silesian Region,0.235849
8809049642546741,Olomouc Region,0.055953
8809049642546741,Pardubice Region,0.040664
8809049642546741,Plzeň Region,0.047495
8809049642546741,Prague,0.111256
8809049642546741,South Bohemian Region,0.043917
8809049642546741,South Moravian Region,0.098569
8809049642546741,Unknown,0.000325
8809049642546741,Vysočina Region,0.034808
8809049642546741,Zlín Region,0.038386
8809049642546741,Ústí nad Labem Region,0.096942
1365992667717430,Central Bohemian Region,0.049202
1365992667717430,Hradec Králové Region,0.047872
1365992667717430,Karlovy Vary Region,0.038564
1365992667717430,Liberec Region,0.041223
1365992667717430,Moravian-Silesian Region,0.212766
1365992667717430,Olomouc Region,0.06516
1365992667717430,Pardubice Region,0.053191
1365992667717430,Plzeň Region,0.058511
1365992667717430,Prague,0.138298
1365992667717430,South Bohemian Region,0.046543
1365992667717430,South Moravian Region,0.091755
1365992667717430,Vysočina Region,0.037234
1365992667717430,Zlín Region,0.029255
1365992667717430,Ústí nad Labem Region,0.090426
1092331076023221,Central Bohemian Region,0.079743
1092331076023221,Hradec Králové Region,0.046945
1092331076023221,Karlovy Vary Region,0.029582
1092331076023221,Liberec Region,0.033441
1092331076023221,Moravian-Silesian Region,0.224437
1092331076023221,Olomouc Region,0.047588
1092331076023221,Pardubice Region,0.039871
1092331076023221,Plzeň Region,0.04373
1092331076023221,Prague,0.182637
1092331076023221,South Bohemian Region,0.044373
1092331076023221,South Moravian Region,0.091961
1092331076023221,Unknown,0.000643
1092331076023221,Vysočina Region,0.030868
1092331076023221,Zlín Region,0.028939
1092331076023221,Ústí nad Labem Region,0.075241
1169144171604992,Central Bohemian Region,1
1256481308917428,Central Bohemian Region,0.081945
1256481308917428,Hradec Králové Region,0.055763
1256481308917428,Karlovy Vary Region,0.032642
1256481308917428,Liberec Region,0.038762
1256481308917428,Moravian-Silesian Region,0.222373
1256481308917428,Olomouc Region,0.046923
1256481308917428,Pardubice Region,0.045903
1256481308917428,Plzeň Region,0.048623
1256481308917428,Prague,0.125468
1256481308917428,South Bohemian Region,0.051003
1256481308917428,South Moravian Region,0.093846
1256481308917428,Vysočina Region,0.033662
1256481308917428,Zlín Region,0.038422
1256481308917428,Ústí nad Labem Region,0.084665
1803708813505012,Central Bohemian Region,0.080508
1803708813505012,Hradec Králové Region,0.03178
1803708813505012,Karlovy Vary Region,0.025424
1803708813505012,Liberec Region,0.029661
1803708813505012,Moravian-Silesian Region,0.237288
1803708813505012,Olomouc Region,0.03178
1803708813505012,Pardubice Region,0.042373
1803708813505012,Plzeň Region,0.052966
1803708813505012,Prague,0.184322
1803708813505012,South Bohemian Region,0.055085
1803708813505012,South Moravian Region,0.095339
1803708813505012,Vysočina Region,0.042373
1803708813505012,Zlín Region,0.029661
1803708813505012,Ústí nad Labem Region,0.061441
603214068812040,Central Bohemian Region,1
457640887067880,Central Bohemian Region,0.068607
457640887067880,Hradec Králové Region,0.055784
457640887067880,Karlovy Vary Region,0.034624
457640887067880,Liberec Region,0.042319
457640887067880,Moravian-Silesian Region,0.272634
457640887067880,Olomouc Region,0.044883
457640887067880,Pardubice Region,0.035394
457640887067880,Plzeň Region,0.043601
457640887067880,Prague,0.07643
457640887067880,South Bohemian Region,0.047705
457640887067880,South Moravian Region,0.095024
457640887067880,Unknown,0.000256
457640887067880,Vysočina Region,0.032701
457640887067880,Zlín Region,0.044883
457640887067880,Ústí nad Labem Region,0.105155
1627607561171658,Central Bohemian Region,0.092545
1627607561171658,Hradec Králové Region,0.041131
1627607561171658,Karlovy Vary Region,0.030848
1627607561171658,Liberec Region,0.030848
1627607561171658,Moravian-Silesian Region,0.197943
1627607561171658,Olomouc Region,0.041131
1627607561171658,Pardubice Region,0.048843
1627607561171658,Plzeň Region,0.051414
1627607561171658,Prague,0.190231
1627607561171658,South Bohemian Region,0.041131
1627607561171658,South Moravian Region,0.097686
1627607561171658,Vysočina Region,0.023136
1627607561171658,Zlín Region,0.017995
1627607561171658,Ústí nad Labem Region,0.095116
464076503385412,Central Bohemian Region,0.081059
464076503385412,Hradec Králové Region,0.052523
464076503385412,Karlovy Vary Region,0.035153
464076503385412,Liberec Region,0.04177
464076503385412,Moravian-Silesian Region,0.208023
464076503385412,Olomouc Region,0.040116
464076503385412,Pardubice Region,0.038875
464076503385412,Plzeň Region,0.050455
